COD_ETU;Note : TLGE4104;RÃ©sultat : TLGE4104;Session : TLGE4104;AnnÃ©e : TLGE4104;Filière;Année;Module;Semestre
18004308;2.1;NV ;2;2020;GEGM;2021;TLGE4104;S4
18004336;14.1;V  ;1;2020;GEGM;2021;TLGE4104;S4
18004369;;;;;GEGM;2021;TLGE4104;S4
18004399;5,175;NV ;2;2020;GEGM;2021;TLGE4104;S4
18004428;10,375;V  ;1;2020;GEGM;2021;TLGE4104;S4
18004435;10,025;V  ;1;2019;GEGM;2021;TLGE4104;S4
18004459;10.5;V  ;1;2019;GEGM;2021;TLGE4104;S4
18004501;;;;;GEGM;2021;TLGE4104;S4
18004529;10;V  ;1;2019;GEGM;2021;TLGE4104;S4
18004546;10,025;V  ;1;2020;GEGM;2021;TLGE4104;S4
18004622;14.2;V  ;1;2020;GEGM;2021;TLGE4104;S4
18004633;13.4;V  ;1;2019;GEGM;2021;TLGE4104;S4
18004638;9;AC ;2;2020;GEGM;2021;TLGE4104;S4
18004651;6;NV ;2;2020;GEGM;2021;TLGE4104;S4
18004685;15.4;V  ;1;2019;GEGM;2021;TLGE4104;S4
18004703;10.9;V  ;1;2020;GEGM;2021;TLGE4104;S4
18004724;6.5;NV ;2;2020;GEGM;2021;TLGE4104;S4
18004748;10;V  ;2;2020;GEGM;2021;TLGE4104;S4
18004766;2.5;NV ;2;2020;GEGM;2021;TLGE4104;S4
18004771;;;;;GEGM;2021;TLGE4104;S4
18004806;11;V  ;1;2020;GEGM;2021;TLGE4104;S4
18005100;14.8;V  ;1;2019;GEGM;2021;TLGE4104;S4
18005106;;;;;GEGM;2021;TLGE4104;S4
18005112;7.7;NV ;2;2020;GEGM;2021;TLGE4104;S4
18005133;7.5;AC ;2;2019;GEGM;2021;TLGE4104;S4
18005148;13.6;V  ;1;2020;GEGM;2021;TLGE4104;S4
18005156;13.2;V  ;1;2019;GEGM;2021;TLGE4104;S4
18005163;14,675;V  ;1;2019;GEGM;2021;TLGE4104;S4
18005170;11,475;V  ;1;2020;GEGM;2021;TLGE4104;S4
18005176;7;AC ;2;2020;GEGM;2021;TLGE4104;S4
18005187;10,475;V  ;1;2020;GEGM;2021;TLGE4104;S4
18005192;0;NRA;1;2020;GEGM;2021;TLGE4104;S4
18005205;13,925;V  ;1;2019;GEGM;2021;TLGE4104;S4
18005209;13.6;V  ;1;2020;GEGM;2021;TLGE4104;S4
18005216;14.9;V  ;1;2019;GEGM;2021;TLGE4104;S4
18005220;7;AC ;2;2020;GEGM;2021;TLGE4104;S4
18005226;;;;;GEGM;2021;TLGE4104;S4
18005231;12;V  ;1;2020;GEGM;2021;TLGE4104;S4
18005235;11,625;V  ;1;2019;GEGM;2021;TLGE4104;S4
18005237;;;;;GEGM;2021;TLGE4104;S4
18005239;5.1;NV ;2;2020;GEGM;2021;TLGE4104;S4
18005240;;;;;GEGM;2021;TLGE4104;S4
18005241;8;AC ;2;2020;GEGM;2021;TLGE4104;S4
18005242;;;;;GEGM;2021;TLGE4104;S4
18005243;6.8;NV ;2;2020;GEGM;2021;TLGE4104;S4
18005245;10;V  ;2;2020;GEGM;2021;TLGE4104;S4
18005247;2.1;NV ;2;2020;GEGM;2021;TLGE4104;S4
18005249;5.8;NV ;2;2020;GEGM;2021;TLGE4104;S4
18005250;7,025;AC ;2;2020;GEGM;2021;TLGE4104;S4
18005252;10;V  ;2;2020;GEGM;2021;TLGE4104;S4
18005253;4;NV ;2;2020;GEGM;2021;TLGE4104;S4
18005254;6;NV ;2;2020;GEGM;2021;TLGE4104;S4
18005257;5.5;NV ;2;2020;GEGM;2021;TLGE4104;S4
18005258;12.6;V  ;1;2020;GEGM;2021;TLGE4104;S4
18005259;8.5;NV ;2;2020;GEGM;2021;TLGE4104;S4
18005263;15;V  ;1;2019;GEGM;2021;TLGE4104;S4
18005267;8.2;NV ;2;2020;GEGM;2021;TLGE4104;S4
18005268;12,625;V  ;1;2019;GEGM;2021;TLGE4104;S4
18005269;11.8;V  ;1;2019;GEGM;2021;TLGE4104;S4
18005270;13;V  ;1;2019;GEGM;2021;TLGE4104;S4
18005273;7;AC ;2;2020;GEGM;2021;TLGE4104;S4
18005274;10;V  ;2;2020;GEGM;2021;TLGE4104;S4
18005385;8,075;AC ;2;2020;GEGM;2021;TLGE4104;S4
18005402;13.1;V  ;1;2019;GEGM;2021;TLGE4104;S4
18005407;10;V  ;2;2020;GEGM;2021;TLGE4104;S4
18005425;9,125;AC ;2;2020;GEGM;2021;TLGE4104;S4
18005434;14;V  ;1;2020;GEGM;2021;TLGE4104;S4
18005437;0;NRA;1;2020;GEGM;2021;TLGE4104;S4
18005443;0;NRA;1;2020;GEGM;2021;TLGE4104;S4
18005449;5.2;NV ;2;2020;GEGM;2021;TLGE4104;S4
18005455;12.7;V  ;1;2019;GEGM;2021;TLGE4104;S4
18005462;12,925;V  ;1;2020;GEGM;2021;TLGE4104;S4
18005466;8;AC ;2;2020;GEGM;2021;TLGE4104;S4
18005469;7,625;NV ;2;2020;GEGM;2021;TLGE4104;S4
18005471;9;AC ;2;2020;GEGM;2021;TLGE4104;S4
18005475;15,875;V  ;1;2020;GEGM;2021;TLGE4104;S4
18005494;2.1;NV ;2;2020;GEGM;2021;TLGE4104;S4
18005503;10;V  ;2;2019;GEGM;2021;TLGE4104;S4
18005509;12.7;V  ;1;2019;GEGM;2021;TLGE4104;S4
18005516;14.4;V  ;1;2020;GEGM;2021;TLGE4104;S4
18005521;0;NRA;1;2020;GEGM;2021;TLGE4104;S4
18005530;7;AC ;2;2020;GEGM;2021;TLGE4104;S4
18005537;0;NRA;1;2020;GEGM;2021;TLGE4104;S4
18005542;7,625;AC ;2;2020;GEGM;2021;TLGE4104;S4
18005548;13.2;V  ;1;2020;GEGM;2021;TLGE4104;S4
18005551;10.3;V  ;1;2020;GEGM;2021;TLGE4104;S4
18005575;12.7;V  ;1;2020;GEGM;2021;TLGE4104;S4
18005580;;;;;GEGM;2021;TLGE4104;S4
18005586;0;NRA;1;2020;GEGM;2021;TLGE4104;S4
18005599;10;V  ;1;2020;GEGM;2021;TLGE4104;S4
18005617;13,325;V  ;1;2019;GEGM;2021;TLGE4104;S4
18005629;8.5;AC ;2;2020;GEGM;2021;TLGE4104;S4
18005642;15,125;V  ;1;2020;GEGM;2021;TLGE4104;S4
18005647;14.1;V  ;1;2020;GEGM;2021;TLGE4104;S4
18005652;9;AC ;2;2020;GEGM;2021;TLGE4104;S4
18005658;9.1;AC ;2;2020;GEGM;2021;TLGE4104;S4
18005869;15.9;V  ;1;2019;GEGM;2021;TLGE4104;S4
18005878;;;;;GEGM;2021;TLGE4104;S4
18005902;0;NRA;1;2020;GEGM;2021;TLGE4104;S4
18006215;13.6;V  ;1;2020;GEGM;2021;TLGE4104;S4
18007954;8.8;AC ;2;2020;GEGM;2021;TLGE4104;S4
18008916;7;AC ;2;2019;GEGM;2021;TLGE4104;S4
18008918;6.2;NV ;2;2020;GEGM;2021;TLGE4104;S4
18008920;;;;;GEGM;2021;TLGE4104;S4
18008922;;;;;GEGM;2021;TLGE4104;S4
18008927;13.9;V  ;1;2020;GEGM;2021;TLGE4104;S4
18008932;15,625;V  ;1;2019;GEGM;2021;TLGE4104;S4
18008933;11.9;V  ;1;2019;GEGM;2021;TLGE4104;S4
18008939;15.4;V  ;1;2019;GEGM;2021;TLGE4104;S4
18008941;;;;;GEGM;2021;TLGE4104;S4
18008943;5.1;NV ;2;2020;GEGM;2021;TLGE4104;S4
18008947;10.1;V  ;1;2020;GEGM;2021;TLGE4104;S4
18008951;0;NRA;1;2020;GEGM;2021;TLGE4104;S4
18008964;6.5;NV ;2;2020;GEGM;2021;TLGE4104;S4
18008975;7.8;NV ;2;2020;GEGM;2021;TLGE4104;S4
18008984;10;V  ;2;2020;GEGM;2021;TLGE4104;S4
18008991;13.9;V  ;1;2020;GEGM;2021;TLGE4104;S4
18009024;7.5;NV ;2;2020;GEGM;2021;TLGE4104;S4
18009198;;;;;GEGM;2021;TLGE4104;S4
18009224;13,175;V  ;1;2020;GEGM;2021;TLGE4104;S4
18009444;6.8;NV ;2;2020;GEGM;2021;TLGE4104;S4
18009445;9;AC ;2;2020;GEGM;2021;TLGE4104;S4
18009447;10,675;V  ;1;2020;GEGM;2021;TLGE4104;S4
18009588;3;NV ;2;2020;GEGM;2021;TLGE4104;S4
18009595;7;AC ;2;2020;GEGM;2021;TLGE4104;S4
18009798;11,625;V  ;1;2020;GEGM;2021;TLGE4104;S4
18009803;0;NRA;1;2020;GEGM;2021;TLGE4104;S4
18009939;9.2;NV ;2;2020;GEGM;2021;TLGE4104;S4
18010548;8;AC ;2;2020;GEGM;2021;TLGE4104;S4
18010899;13,325;V  ;1;2019;GEGM;2021;TLGE4104;S4
18011528;11.8;V  ;1;2019;GEGM;2021;TLGE4104;S4
18011609;10;V  ;2;2020;GEGM;2021;TLGE4104;S4
18011655;10;V  ;2;2020;GEGM;2021;TLGE4104;S4
18011673;5,325;NV ;2;2020;GEGM;2021;TLGE4104;S4
18012389;;;;;GEGM;2021;TLGE4104;S4
18012813;5.7;NV ;2;2020;GEGM;2021;TLGE4104;S4
18013401;11,125;V  ;1;2020;GEGM;2021;TLGE4104;S4
19000548;13.2;V  ;1;2020;GEGM;2021;TLGE4104;S4
19000558;15,775;V  ;1;2020;GEGM;2021;TLGE4104;S4
19000563;8;NV ;2;2020;GEGM;2021;TLGE4104;S4
19000592;14.6;V  ;1;2020;GEGM;2021;TLGE4104;S4
19000597;10,025;V  ;1;2020;GEGM;2021;TLGE4104;S4
19000604;10;V  ;2;2020;GEGM;2021;TLGE4104;S4
19000610;14.8;V  ;1;2020;GEGM;2021;TLGE4104;S4
19000645;0;NRA;1;2020;GEGM;2021;TLGE4104;S4
19000649;10,075;V  ;1;2020;GEGM;2021;TLGE4104;S4
19000653;10;V  ;2;2020;GEGM;2021;TLGE4104;S4
19000656;10,075;V  ;1;2020;GEGM;2021;TLGE4104;S4
19000684;12.8;V  ;1;2020;GEGM;2021;TLGE4104;S4
19000695;7.8;AC ;2;2020;GEGM;2021;TLGE4104;S4
19000720;10,025;V  ;1;2020;GEGM;2021;TLGE4104;S4
19000722;0;NRA;1;2020;GEGM;2021;TLGE4104;S4
19000723;7.9;NV ;2;2020;GEGM;2021;TLGE4104;S4
19000733;10;V  ;1;2020;GEGM;2021;TLGE4104;S4
19000744;7;AC ;2;2020;GEGM;2021;TLGE4104;S4
19000749;0;NRA;1;2020;GEGM;2021;TLGE4104;S4
19000763;15,125;V  ;1;2020;GEGM;2021;TLGE4104;S4
19000765;8.5;AC ;2;2020;GEGM;2021;TLGE4104;S4
19000772;12,175;V  ;1;2020;GEGM;2021;TLGE4104;S4
19000782;10;V  ;1;2020;GEGM;2021;TLGE4104;S4
19000785;0;NRA;1;2020;GEGM;2021;TLGE4104;S4
19000798;6.3;NV ;2;2020;GEGM;2021;TLGE4104;S4
19001469;18.2;V  ;1;2020;GEGM;2021;TLGE4104;S4
19001485;8.5;AC ;2;2020;GEGM;2021;TLGE4104;S4
19001496;10.7;V  ;1;2020;GEGM;2021;TLGE4104;S4
19001504;11.9;V  ;1;2020;GEGM;2021;TLGE4104;S4
19001555;;;;;GEGM;2021;TLGE4104;S4
19001567;0;NRA;1;2020;GEGM;2021;TLGE4104;S4
19001568;0;NRA;1;2020;GEGM;2021;TLGE4104;S4
19001963;10;V  ;2;2020;GEGM;2021;TLGE4104;S4
19002099;10;V  ;2;2020;GEGM;2021;TLGE4104;S4
19002146;7.8;NV ;2;2020;GEGM;2021;TLGE4104;S4
19002272;2.1;NV ;2;2020;GEGM;2021;TLGE4104;S4
19002284;0;NRA;1;2020;GEGM;2021;TLGE4104;S4
19002315;9;AC ;2;2020;GEGM;2021;TLGE4104;S4
19002318;5.5;NV ;2;2020;GEGM;2021;TLGE4104;S4
19002376;3.9;NV ;2;2020;GEGM;2021;TLGE4104;S4
19002381;11,675;V  ;1;2020;GEGM;2021;TLGE4104;S4
19002383;10,075;V  ;1;2020;GEGM;2021;TLGE4104;S4
19002390;17.4;V  ;1;2020;GEGM;2021;TLGE4104;S4
19002394;10.2;V  ;1;2020;GEGM;2021;TLGE4104;S4
19002397;11.5;V  ;1;2020;GEGM;2021;TLGE4104;S4
19002739;10;V  ;2;2020;GEGM;2021;TLGE4104;S4
19002900;10;V  ;2;2020;GEGM;2021;TLGE4104;S4
19003025;;;;;GEGM;2021;TLGE4104;S4
19003284;11,125;V  ;1;2020;GEGM;2021;TLGE4104;S4
19003293;10;V  ;2;2020;GEGM;2021;TLGE4104;S4
19003327;0;NRA;1;2020;GEGM;2021;TLGE4104;S4
19003497;10.3;V  ;1;2020;GEGM;2021;TLGE4104;S4
19003591;11.3;V  ;1;2020;GEGM;2021;TLGE4104;S4
19003620;6,225;NV ;2;2020;GEGM;2021;TLGE4104;S4
19003908;10,125;V  ;1;2020;GEGM;2021;TLGE4104;S4
19003912;14,775;V  ;1;2020;GEGM;2021;TLGE4104;S4
19003925;8,025;NV ;2;2020;GEGM;2021;TLGE4104;S4
19004009;11.4;V  ;1;2020;GEGM;2021;TLGE4104;S4
19004039;10;V  ;1;2020;GEGM;2021;TLGE4104;S4
19004079;0;NRA;1;2020;GEGM;2021;TLGE4104;S4
19004081;10;V  ;2;2020;GEGM;2021;TLGE4104;S4
19004090;7.8;NV ;2;2020;GEGM;2021;TLGE4104;S4
19004095;14.1;V  ;1;2020;GEGM;2021;TLGE4104;S4
19004142;0;NRA;1;2020;GEGM;2021;TLGE4104;S4
19004173;7.5;NV ;2;2020;GEGM;2021;TLGE4104;S4
19004232;8,325;NV ;2;2020;GEGM;2021;TLGE4104;S4
19004317;10;V  ;2;2020;GEGM;2021;TLGE4104;S4
19004322;3;NV ;2;2020;GEGM;2021;TLGE4104;S4
19004356;10,075;V  ;1;2020;GEGM;2021;TLGE4104;S4
19004358;6.5;NV ;2;2020;GEGM;2021;TLGE4104;S4
19004376;7.2;NV ;2;2020;GEGM;2021;TLGE4104;S4
19004396;10.1;V  ;1;2020;GEGM;2021;TLGE4104;S4
19004404;12,675;V  ;1;2020;GEGM;2021;TLGE4104;S4
19004408;7.8;NV ;2;2020;GEGM;2021;TLGE4104;S4
19004423;8;AC ;2;2020;GEGM;2021;TLGE4104;S4
19004445;3.9;NV ;2;2020;GEGM;2021;TLGE4104;S4
19004447;11.2;V  ;1;2020;GEGM;2021;TLGE4104;S4
19004446;;;;;GEGM;2021;TLGE4104;S4
19004448;3.9;NV ;2;2020;GEGM;2021;TLGE4104;S4
19004471;10;V  ;2;2020;GEGM;2021;TLGE4104;S4
19004474;10.7;V  ;1;2020;GEGM;2021;TLGE4104;S4
19004490;0;NRA;1;2020;GEGM;2021;TLGE4104;S4
19004501;9;AC ;2;2020;GEGM;2021;TLGE4104;S4
19004505;0;NRA;1;2020;GEGM;2021;TLGE4104;S4
19004509;10,075;V  ;1;2020;GEGM;2021;TLGE4104;S4
19004510;10.2;V  ;1;2020;GEGM;2021;TLGE4104;S4
19004521;15.6;V  ;1;2020;GEGM;2021;TLGE4104;S4
19004522;13,825;V  ;1;2020;GEGM;2021;TLGE4104;S4
19004525;6;NV ;2;2020;GEGM;2021;TLGE4104;S4
19004530;;;;;GEGM;2021;TLGE4104;S4
19004535;11;V  ;1;2020;GEGM;2021;TLGE4104;S4
19004537;13.2;V  ;1;2020;GEGM;2021;TLGE4104;S4
19004538;0;NRA;1;2020;GEGM;2021;TLGE4104;S4
19004817;7;NV ;2;2020;GEGM;2021;TLGE4104;S4
19004844;14.6;V  ;1;2020;GEGM;2021;TLGE4104;S4
19004864;5,075;NV ;2;2020;GEGM;2021;TLGE4104;S4
19004880;10,925;V  ;1;2020;GEGM;2021;TLGE4104;S4
19004888;4.2;NV ;2;2020;GEGM;2021;TLGE4104;S4
19004912;6;NV ;2;2020;GEGM;2021;TLGE4104;S4
19004924;5.1;NV ;2;2020;GEGM;2021;TLGE4104;S4
19004931;;;;;GEGM;2021;TLGE4104;S4
19004939;2.1;NV ;2;2020;GEGM;2021;TLGE4104;S4
19004951;12,075;V  ;1;2020;GEGM;2021;TLGE4104;S4
19004963;10;V  ;2;2020;GEGM;2021;TLGE4104;S4
19004976;8.4;NV ;2;2020;GEGM;2021;TLGE4104;S4
19004987;7.1;NV ;2;2020;GEGM;2021;TLGE4104;S4
19004994;4;NV ;2;2020;GEGM;2021;TLGE4104;S4
19005002;10;V  ;2;2020;GEGM;2021;TLGE4104;S4
19005010;0;NRA;1;2020;GEGM;2021;TLGE4104;S4
19005063;;;;;GEGM;2021;TLGE4104;S4
19005071;;;;;GEGM;2021;TLGE4104;S4
19005079;;;;;GEGM;2021;TLGE4104;S4
19005086;0.7;NV ;2;2020;GEGM;2021;TLGE4104;S4
19005104;7.2;NV ;2;2020;GEGM;2021;TLGE4104;S4
19005122;;;;;GEGM;2021;TLGE4104;S4
19005139;;;;;GEGM;2021;TLGE4104;S4
19005142;10;V  ;2;2020;GEGM;2021;TLGE4104;S4
19005193;;;;;GEGM;2021;TLGE4104;S4
19005205;11.5;V  ;1;2020;GEGM;2021;TLGE4104;S4
19005326;13,825;V  ;1;2020;GEGM;2021;TLGE4104;S4
19005364;10.6;V  ;1;2020;GEGM;2021;TLGE4104;S4
19005472;0;NRA;1;2020;GEGM;2021;TLGE4104;S4
19005477;10,025;V  ;1;2020;GEGM;2021;TLGE4104;S4
19005490;;;;;GEGM;2021;TLGE4104;S4
19005501;11,525;V  ;1;2020;GEGM;2021;TLGE4104;S4
19005516;10;V  ;2;2020;GEGM;2021;TLGE4104;S4
19005517;;;;;GEGM;2021;TLGE4104;S4
19005550;10;V  ;2;2020;GEGM;2021;TLGE4104;S4
19005551;10.8;V  ;1;2020;GEGM;2021;TLGE4104;S4
19005840;12.8;V  ;1;2020;GEGM;2021;TLGE4104;S4
19006130;10;V  ;2;2020;GEGM;2021;TLGE4104;S4
19006513;10;V  ;2;2020;GEGM;2021;TLGE4104;S4
19006739;10;V  ;1;2020;GEGM;2021;TLGE4104;S4
19007083;;;;;GEGM;2021;TLGE4104;S4
19007368;11.9;V  ;1;2020;GEGM;2021;TLGE4104;S4
19007646;;;;;GEGM;2021;TLGE4104;S4
19007680;5.8;NV ;2;2020;GEGM;2021;TLGE4104;S4
19008029;15.2;V  ;1;2020;GEGM;2021;TLGE4104;S4
19008057;;;;;GEGM;2021;TLGE4104;S4
19008238;9;AC ;2;2020;GEGM;2021;TLGE4104;S4
19008247;11.2;V  ;1;2020;GEGM;2021;TLGE4104;S4
19008250;;;;;GEGM;2021;TLGE4104;S4
19008303;11,475;V  ;1;2020;GEGM;2021;TLGE4104;S4
19008537;12.7;V  ;1;2020;GEGM;2021;TLGE4104;S4
19008667;;;;;GEGM;2021;TLGE4104;S4
19008843;0.9;NV ;2;2020;GEGM;2021;TLGE4104;S4
19008886;8.5;NV ;2;2020;GEGM;2021;TLGE4104;S4
19008897;5.1;NV ;2;2020;GEGM;2021;TLGE4104;S4
19008902;11.5;V  ;1;2020;GEGM;2021;TLGE4104;S4
