COD_ETU;Note : TLBC3104;RÃ©sultat : TLBC3104;Session : TLBC3104;AnnÃ©e : TLBC3104;Filière;Année;Module;Semestre
17006104;0;NRA;1;2020;BCG;2020;TLBC3104;S3
17006115;9;AC ;2;2020;BCG;2020;TLBC3104;S3
17006121;8;NV ;2;2020;BCG;2020;TLBC3104;S3
17006248;10;V  ;2;2019;BCG;2020;TLBC3104;S3
17006303;9.8;AC ;2;2020;BCG;2020;TLBC3104;S3
17006320;10;V  ;2;2020;BCG;2020;TLBC3104;S3
17006983;10;V  ;1;2019;BCG;2020;TLBC3104;S3
17007122;10;V  ;2;2020;BCG;2020;TLBC3104;S3
17007672;10;V  ;2;2020;BCG;2020;TLBC3104;S3
17007674;10;V  ;1;2019;BCG;2020;TLBC3104;S3
17008735;0;NRA;1;2020;BCG;2020;TLBC3104;S3
17009909;;;;;BCG;2020;TLBC3104;S3
17011785;0;NRA;1;2020;BCG;2020;TLBC3104;S3
18001839;0;NRA;1;2020;BCG;2020;TLBC3104;S3
18001989;10.6;V  ;1;2019;BCG;2020;TLBC3104;S3
18002080;10;V  ;1;2019;BCG;2020;TLBC3104;S3
18002165;10;V  ;2;2020;BCG;2020;TLBC3104;S3
18002319;10;V  ;2;2019;BCG;2020;TLBC3104;S3
18002331;13,625;V  ;1;2020;BCG;2020;TLBC3104;S3
18002363;10,875;V  ;1;2019;BCG;2020;TLBC3104;S3
18002366;10;V  ;2;2020;BCG;2020;TLBC3104;S3
18002372;10;V  ;2;2020;BCG;2020;TLBC3104;S3
18002374;10;V  ;2;2020;BCG;2020;TLBC3104;S3
18002394;11,938;V  ;1;2019;BCG;2020;TLBC3104;S3
18002395;;;;;BCG;2020;TLBC3104;S3
18002449;7.8;AC ;2;2020;BCG;2020;TLBC3104;S3
18002567;0;NRA;1;2020;BCG;2020;TLBC3104;S3
18002574;10;V  ;2;2020;BCG;2020;TLBC3104;S3
18002578;9.5;AC ;2;2020;BCG;2020;TLBC3104;S3
18002580;8.8;AC ;2;2020;BCG;2020;TLBC3104;S3
18002597;;;;;BCG;2020;TLBC3104;S3
18002600;10;V  ;2;2020;BCG;2020;TLBC3104;S3
18002606;9.8;AC ;2;2020;BCG;2020;TLBC3104;S3
18002608;9.8;NV ;2;2020;BCG;2020;TLBC3104;S3
18002611;9;AC ;2;2020;BCG;2020;TLBC3104;S3
18002615;9;NV ;2;2020;BCG;2020;TLBC3104;S3
18002620;12;V  ;1;2020;BCG;2020;TLBC3104;S3
18002623;10;V  ;2;2020;BCG;2020;TLBC3104;S3
18002644;0;NRA;1;2020;BCG;2020;TLBC3104;S3
18002650;11,025;V  ;1;2019;BCG;2020;TLBC3104;S3
18002655;10;V  ;1;2019;BCG;2020;TLBC3104;S3
18002659;8;AC ;2;2020;BCG;2020;TLBC3104;S3
18002664;0;NRA;1;2020;BCG;2020;TLBC3104;S3
18002676;13;V  ;1;2020;BCG;2020;TLBC3104;S3
18002704;10.5;V  ;1;2020;BCG;2020;TLBC3104;S3
18002713;10,125;V  ;1;2020;BCG;2020;TLBC3104;S3
18002716;2.5;NV ;2;2020;BCG;2020;TLBC3104;S3
18002718;11.5;V  ;1;2020;BCG;2020;TLBC3104;S3
18002720;10.8;V  ;1;2020;BCG;2020;TLBC3104;S3
18002723;13.3;V  ;1;2020;BCG;2020;TLBC3104;S3
18002725;12.2;V  ;1;2019;BCG;2020;TLBC3104;S3
18002726;10;V  ;2;2020;BCG;2020;TLBC3104;S3
18002730;11.2;V  ;1;2020;BCG;2020;TLBC3104;S3
18002818;11,875;V  ;1;2020;BCG;2020;TLBC3104;S3
18002832;;;;;BCG;2020;TLBC3104;S3
18002859;11.2;V  ;1;2020;BCG;2020;TLBC3104;S3
18002881;10;V  ;2;2019;BCG;2020;TLBC3104;S3
18002912;0;NRA;1;2020;BCG;2020;TLBC3104;S3
18002920;0;NRA;1;2020;BCG;2020;TLBC3104;S3
18002964;10.7;V  ;1;2019;BCG;2020;TLBC3104;S3
18002970;10;V  ;1;2019;BCG;2020;TLBC3104;S3
18002977;16;V  ;1;2020;BCG;2020;TLBC3104;S3
18002985;0;NRA;1;2020;BCG;2020;TLBC3104;S3
18003135;9.5;AC ;2;2020;BCG;2020;TLBC3104;S3
18003140;8.2;NV ;2;2020;BCG;2020;TLBC3104;S3
18003154;10;V  ;2;2020;BCG;2020;TLBC3104;S3
18003182;;;;;BCG;2020;TLBC3104;S3
18003200;10;V  ;2;2020;BCG;2020;TLBC3104;S3
18003249;8;AC ;2;2020;BCG;2020;TLBC3104;S3
18003258;10;V  ;2;2020;BCG;2020;TLBC3104;S3
18003274;10,163;V  ;1;2019;BCG;2020;TLBC3104;S3
18003329;7.5;AC ;2;2020;BCG;2020;TLBC3104;S3
18003363;10;V  ;2;2020;BCG;2020;TLBC3104;S3
18003446;13,288;V  ;1;2019;BCG;2020;TLBC3104;S3
18003489;10;V  ;2;2019;BCG;2020;TLBC3104;S3
18003501;8.8;AC ;2;2020;BCG;2020;TLBC3104;S3
18003539;6.2;NV ;2;2020;BCG;2020;TLBC3104;S3
18003598;10;V  ;2;2019;BCG;2020;TLBC3104;S3
18003707;10;V  ;2;2020;BCG;2020;TLBC3104;S3
18003737;10;V  ;2;2020;BCG;2020;TLBC3104;S3
18003762;10;V  ;2;2019;BCG;2020;TLBC3104;S3
18003766;8.2;NV ;2;2020;BCG;2020;TLBC3104;S3
18003778;10;V  ;2;2020;BCG;2020;TLBC3104;S3
18003787;10.8;V  ;1;2020;BCG;2020;TLBC3104;S3
18003802;12,125;V  ;1;2020;BCG;2020;TLBC3104;S3
18003807;0;NRA;1;2020;BCG;2020;TLBC3104;S3
18003810;8.8;AC ;2;2020;BCG;2020;TLBC3104;S3
18003813;;;;;BCG;2020;TLBC3104;S3
18003815;11.1;V  ;1;2019;BCG;2020;TLBC3104;S3
18003818;8,125;AC ;2;2019;BCG;2020;TLBC3104;S3
18003822;0;NRA;1;2020;BCG;2020;TLBC3104;S3
18003852;10,475;V  ;1;2019;BCG;2020;TLBC3104;S3
18003871;8.8;NV ;2;2020;BCG;2020;TLBC3104;S3
18003877;14.5;V  ;1;2020;BCG;2020;TLBC3104;S3
18003900;10,375;V  ;1;2020;BCG;2020;TLBC3104;S3
18003908;10,375;V  ;1;2020;BCG;2020;TLBC3104;S3
18003912;14,375;V  ;1;2020;BCG;2020;TLBC3104;S3
18003918;9.5;AC ;2;2020;BCG;2020;TLBC3104;S3
18003923;12,875;V  ;1;2020;BCG;2020;TLBC3104;S3
18003926;9.8;AC ;2;2020;BCG;2020;TLBC3104;S3
18003944;;;;;BCG;2020;TLBC3104;S3
18003966;12.3;V  ;1;2019;BCG;2020;TLBC3104;S3
18003969;9.5;AC ;2;2020;BCG;2020;TLBC3104;S3
18003971;10,213;V  ;1;2019;BCG;2020;TLBC3104;S3
18003975;11.7;V  ;1;2019;BCG;2020;TLBC3104;S3
18003980;16;V  ;1;2020;BCG;2020;TLBC3104;S3
18003988;9.5;AC ;2;2020;BCG;2020;TLBC3104;S3
18004091;10.5;V  ;1;2020;BCG;2020;TLBC3104;S3
18004100;10;V  ;2;2020;BCG;2020;TLBC3104;S3
18004101;7.5;NV ;2;2020;BCG;2020;TLBC3104;S3
18004105;10;V  ;2;2020;BCG;2020;TLBC3104;S3
18004107;0;NRA;1;2020;BCG;2020;TLBC3104;S3
18004120;10;V  ;2;2020;BCG;2020;TLBC3104;S3
18004126;6.5;NV ;2;2020;BCG;2020;TLBC3104;S3
18004143;7;AC ;2;2020;BCG;2020;TLBC3104;S3
18004159;13,125;V  ;1;2020;BCG;2020;TLBC3104;S3
18004183;10;V  ;1;2019;BCG;2020;TLBC3104;S3
18004192;8.8;AC ;2;2020;BCG;2020;TLBC3104;S3
18004215;10;V  ;2;2020;BCG;2020;TLBC3104;S3
18004226;12.2;V  ;1;2020;BCG;2020;TLBC3104;S3
18004231;10;V  ;2;2020;BCG;2020;TLBC3104;S3
18004249;0;NRA;1;2020;BCG;2020;TLBC3104;S3
18004267;0;NRA;1;2020;BCG;2020;TLBC3104;S3
18004290;10;V  ;2;2020;BCG;2020;TLBC3104;S3
18004296;10;V  ;2;2020;BCG;2020;TLBC3104;S3
18004324;;;;;BCG;2020;TLBC3104;S3
18004340;;;;;BCG;2020;TLBC3104;S3
18004351;10,125;V  ;1;2020;BCG;2020;TLBC3104;S3
18004357;10,313;V  ;1;2019;BCG;2020;TLBC3104;S3
18004363;10.8;V  ;1;2019;BCG;2020;TLBC3104;S3
18004411;10;V  ;1;2019;BCG;2020;TLBC3104;S3
18004442;12,875;V  ;1;2020;BCG;2020;TLBC3104;S3
18004471;9.5;AC ;2;2020;BCG;2020;TLBC3104;S3
18004528;10;V  ;2;2020;BCG;2020;TLBC3104;S3
18004544;0;NRA;1;2020;BCG;2020;TLBC3104;S3
18004560;12,875;V  ;1;2020;BCG;2020;TLBC3104;S3
18004610;10;V  ;2;2020;BCG;2020;TLBC3104;S3
18004624;10;V  ;1;2019;BCG;2020;TLBC3104;S3
18004637;0;NRA;1;2020;BCG;2020;TLBC3104;S3
18004644;10;V  ;2;2019;BCG;2020;TLBC3104;S3
18004688;9,875;AC ;2;2020;BCG;2020;TLBC3104;S3
18004706;11,125;V  ;1;2020;BCG;2020;TLBC3104;S3
18004707;3;NV ;2;2020;BCG;2020;TLBC3104;S3
18004739;;;;;BCG;2020;TLBC3104;S3
18004745;0;NRA;1;2020;BCG;2020;TLBC3104;S3
18004783;10;V  ;2;2020;BCG;2020;TLBC3104;S3
18004826;11,625;V  ;1;2019;BCG;2020;TLBC3104;S3
18004839;11,575;V  ;1;2019;BCG;2020;TLBC3104;S3
18004844;14,125;V  ;1;2020;BCG;2020;TLBC3104;S3
18004924;0;NRA;1;2020;BCG;2020;TLBC3104;S3
18004934;;;;;BCG;2020;TLBC3104;S3
18004947;9,375;NV ;2;2020;BCG;2020;TLBC3104;S3
18004955;9.2;AC ;2;2020;BCG;2020;TLBC3104;S3
18004960;0;NRA;1;2020;BCG;2020;TLBC3104;S3
18004963;8.8;NV ;2;2020;BCG;2020;TLBC3104;S3
18005040;10.1;V  ;1;2019;BCG;2020;TLBC3104;S3
18005062;0;NRA;1;2020;BCG;2020;TLBC3104;S3
18005067;14.8;V  ;1;2020;BCG;2020;TLBC3104;S3
18005073;10;V  ;2;2020;BCG;2020;TLBC3104;S3
18005091;8.8;NV ;2;2020;BCG;2020;TLBC3104;S3
18005217;0;NRA;1;2020;BCG;2020;TLBC3104;S3
18005522;11.2;V  ;1;2019;BCG;2020;TLBC3104;S3
18005639;6.8;NV ;2;2020;BCG;2020;TLBC3104;S3
18005808;6;NV ;2;2020;BCG;2020;TLBC3104;S3
18005882;12,963;V  ;1;2019;BCG;2020;TLBC3104;S3
18005891;0;NRA;1;2020;BCG;2020;TLBC3104;S3
18005897;11;V  ;1;2020;BCG;2020;TLBC3104;S3
18005916;10;V  ;2;2020;BCG;2020;TLBC3104;S3
18006087;13.8;V  ;1;2020;BCG;2020;TLBC3104;S3
18006133;11,725;V  ;1;2019;BCG;2020;TLBC3104;S3
18006153;10,588;V  ;1;2019;BCG;2020;TLBC3104;S3
18006935;16.2;V  ;1;2020;BCG;2020;TLBC3104;S3
18007326;11,763;V  ;1;2019;BCG;2020;TLBC3104;S3
18007394;10;V  ;2;2019;BCG;2020;TLBC3104;S3
18007441;10,225;V  ;1;2019;BCG;2020;TLBC3104;S3
18007458;11,625;V  ;1;2020;BCG;2020;TLBC3104;S3
18007507;10;V  ;2;2020;BCG;2020;TLBC3104;S3
18007861;13.8;V  ;1;2020;BCG;2020;TLBC3104;S3
18007917;8;NV ;2;2020;BCG;2020;TLBC3104;S3
18007934;5;NV ;2;2020;BCG;2020;TLBC3104;S3
18007972;10.8;V  ;1;2020;BCG;2020;TLBC3104;S3
18008165;10;V  ;2;2020;BCG;2020;TLBC3104;S3
18008482;13,375;V  ;1;2020;BCG;2020;TLBC3104;S3
18008640;10,025;V  ;1;2019;BCG;2020;TLBC3104;S3
18009001;8.5;NV ;2;2020;BCG;2020;TLBC3104;S3
18009007;12,875;V  ;1;2020;BCG;2020;TLBC3104;S3
18009056;10;V  ;1;2019;BCG;2020;TLBC3104;S3
18009063;;;;;BCG;2020;TLBC3104;S3
18009066;10,375;V  ;1;2019;BCG;2020;TLBC3104;S3
18009068;9,125;AC ;2;2020;BCG;2020;TLBC3104;S3
18009075;12,325;V  ;1;2019;BCG;2020;TLBC3104;S3
18009092;11,875;V  ;1;2019;BCG;2020;TLBC3104;S3
18009097;7.8;AC ;2;2020;BCG;2020;TLBC3104;S3
18009102;8;NV ;2;2020;BCG;2020;TLBC3104;S3
18009126;10;V  ;2;2019;BCG;2020;TLBC3104;S3
18009141;9.5;AC ;2;2020;BCG;2020;TLBC3104;S3
18009149;10;V  ;2;2020;BCG;2020;TLBC3104;S3
18009172;13.5;V  ;1;2020;BCG;2020;TLBC3104;S3
18009174;8,875;NV ;2;2020;BCG;2020;TLBC3104;S3
18009178;8.2;NV ;2;2020;BCG;2020;TLBC3104;S3
18009181;10;V  ;2;2020;BCG;2020;TLBC3104;S3
18009186;0;NRA;1;2020;BCG;2020;TLBC3104;S3
18009195;14,375;V  ;1;2020;BCG;2020;TLBC3104;S3
18009408;10;V  ;2;2020;BCG;2020;TLBC3104;S3
18009484;10;V  ;2;2020;BCG;2020;TLBC3104;S3
18009801;10;V  ;2;2020;BCG;2020;TLBC3104;S3
18009802;0;NRA;1;2020;BCG;2020;TLBC3104;S3
18010047;12;V  ;1;2020;BCG;2020;TLBC3104;S3
18010209;7.5;AC ;2;2020;BCG;2020;TLBC3104;S3
18010330;10,625;V  ;1;2020;BCG;2020;TLBC3104;S3
18010359;;;;;BCG;2020;TLBC3104;S3
18010406;9.8;NV ;2;2020;BCG;2020;TLBC3104;S3
18010418;;;;;BCG;2020;TLBC3104;S3
18010419;10;V  ;2;2019;BCG;2020;TLBC3104;S3
18010541;7.8;NV ;2;2020;BCG;2020;TLBC3104;S3
18010543;0;NRA;1;2020;BCG;2020;TLBC3104;S3
18010544;11,375;V  ;1;2020;BCG;2020;TLBC3104;S3
18010545;6.2;NV ;2;2020;BCG;2020;TLBC3104;S3
18010546;0;NRA;1;2020;BCG;2020;TLBC3104;S3
18010641;9.8;AC ;2;2020;BCG;2020;TLBC3104;S3
18010789;9;NV ;2;2020;BCG;2020;TLBC3104;S3
18010794;10;V  ;2;2020;BCG;2020;TLBC3104;S3
18010801;;;;;BCG;2020;TLBC3104;S3
18010901;10;V  ;2;2020;BCG;2020;TLBC3104;S3
18010902;6.5;NV ;2;2020;BCG;2020;TLBC3104;S3
18010903;;;;;BCG;2020;TLBC3104;S3
18011046;9.8;AC ;2;2020;BCG;2020;TLBC3104;S3
18011049;;;;;BCG;2020;TLBC3104;S3
18011050;0;NRA;1;2020;BCG;2020;TLBC3104;S3
18011055;11.5;V  ;1;2020;BCG;2020;TLBC3104;S3
18011056;6.2;NV ;2;2020;BCG;2020;TLBC3104;S3
18011067;8.8;NV ;2;2020;BCG;2020;TLBC3104;S3
18011192;8.2;NV ;2;2020;BCG;2020;TLBC3104;S3
18011383;10;V  ;1;2019;BCG;2020;TLBC3104;S3
18011385;12.2;V  ;1;2020;BCG;2020;TLBC3104;S3
18011523;;;;;BCG;2020;TLBC3104;S3
18011526;10;V  ;2;2020;BCG;2020;TLBC3104;S3
18011527;9.5;NV ;2;2020;BCG;2020;TLBC3104;S3
18012101;15,875;V  ;1;2020;BCG;2020;TLBC3104;S3
18012377;10;V  ;2;2020;BCG;2020;TLBC3104;S3
18012399;9;AC ;2;2020;BCG;2020;TLBC3104;S3
18012792;7.5;NV ;2;2020;BCG;2020;TLBC3104;S3
18013026;10;V  ;2;2020;BCG;2020;TLBC3104;S3
18013498;10;V  ;2;2020;BCG;2020;TLBC3104;S3
18013501;13,175;V  ;1;2019;BCG;2020;TLBC3104;S3
19000495;;;;;BCG;2020;TLBC3104;S3
19000529;0;NRA;1;2020;BCG;2020;TLBC3104;S3
19000551;14,125;V  ;1;2020;BCG;2020;TLBC3104;S3
19000568;16;V  ;1;2020;BCG;2020;TLBC3104;S3
19000580;10;V  ;2;2020;BCG;2020;TLBC3104;S3
19000584;10;V  ;2;2020;BCG;2020;TLBC3104;S3
19000588;12,875;V  ;1;2020;BCG;2020;TLBC3104;S3
19000590;13,375;V  ;1;2020;BCG;2020;TLBC3104;S3
19000596;10;V  ;2;2020;BCG;2020;TLBC3104;S3
19000602;10;V  ;2;2020;BCG;2020;TLBC3104;S3
19000623;10.8;V  ;1;2020;BCG;2020;TLBC3104;S3
19000625;10,875;V  ;1;2020;BCG;2020;TLBC3104;S3
19000628;0;NRA;1;2020;BCG;2020;TLBC3104;S3
19000631;10;V  ;2;2020;BCG;2020;TLBC3104;S3
19000635;9;AC ;2;2020;BCG;2020;TLBC3104;S3
19000652;12,125;V  ;1;2020;BCG;2020;TLBC3104;S3
19000662;15.5;V  ;1;2020;BCG;2020;TLBC3104;S3
19000664;10;V  ;2;2020;BCG;2020;TLBC3104;S3
19000667;8;AC ;2;2020;BCG;2020;TLBC3104;S3
19000677;12,125;V  ;1;2020;BCG;2020;TLBC3104;S3
19000682;9;NV ;2;2020;BCG;2020;TLBC3104;S3
19000686;0;NRA;1;2020;BCG;2020;TLBC3104;S3
19000728;13.2;V  ;1;2020;BCG;2020;TLBC3104;S3
19000740;8,125;AC ;2;2020;BCG;2020;TLBC3104;S3
19000741;6,875;NV ;2;2020;BCG;2020;TLBC3104;S3
19000751;13.2;V  ;1;2020;BCG;2020;TLBC3104;S3
19000761;14,125;V  ;1;2020;BCG;2020;TLBC3104;S3
19000768;10;V  ;2;2020;BCG;2020;TLBC3104;S3
19000770;10;V  ;2;2020;BCG;2020;TLBC3104;S3
19000777;10;V  ;2;2020;BCG;2020;TLBC3104;S3
19000778;10;V  ;2;2020;BCG;2020;TLBC3104;S3
19000780;10;V  ;1;2020;BCG;2020;TLBC3104;S3
19000781;15.8;V  ;1;2020;BCG;2020;TLBC3104;S3
19000786;12,625;V  ;1;2020;BCG;2020;TLBC3104;S3
19000787;10,875;V  ;1;2020;BCG;2020;TLBC3104;S3
19000788;10;V  ;2;2020;BCG;2020;TLBC3104;S3
19001078;5.8;NV ;2;2020;BCG;2020;TLBC3104;S3
19001481;14.5;V  ;1;2020;BCG;2020;TLBC3104;S3
19001497;13.2;V  ;1;2020;BCG;2020;TLBC3104;S3
19001502;10;V  ;2;2020;BCG;2020;TLBC3104;S3
19001508;10;V  ;2;2020;BCG;2020;TLBC3104;S3
19001512;13;V  ;1;2020;BCG;2020;TLBC3104;S3
19001516;7.8;NV ;2;2020;BCG;2020;TLBC3104;S3
19001554;0;NRA;1;2020;BCG;2020;TLBC3104;S3
19001558;10;V  ;2;2020;BCG;2020;TLBC3104;S3
19001559;7.5;NV ;2;2020;BCG;2020;TLBC3104;S3
19001563;9.5;AC ;2;2020;BCG;2020;TLBC3104;S3
19001570;10.5;V  ;1;2020;BCG;2020;TLBC3104;S3
19001571;15.5;V  ;1;2020;BCG;2020;TLBC3104;S3
19001573;10;V  ;2;2020;BCG;2020;TLBC3104;S3
19001574;10;V  ;2;2020;BCG;2020;TLBC3104;S3
19001717;14,375;V  ;1;2020;BCG;2020;TLBC3104;S3
19001947;10;V  ;2;2020;BCG;2020;TLBC3104;S3
19002007;10;V  ;2;2020;BCG;2020;TLBC3104;S3
19002025;9.5;AC ;2;2020;BCG;2020;TLBC3104;S3
19002051;10;V  ;2;2020;BCG;2020;TLBC3104;S3
19002073;9.8;AC ;2;2020;BCG;2020;TLBC3104;S3
19002086;10;V  ;2;2020;BCG;2020;TLBC3104;S3
19002096;;;;;BCG;2020;TLBC3104;S3
19002129;10,625;V  ;1;2020;BCG;2020;TLBC3104;S3
19002137;10,875;V  ;1;2020;BCG;2020;TLBC3104;S3
19002148;10;V  ;2;2020;BCG;2020;TLBC3104;S3
19002235;10;V  ;2;2020;BCG;2020;TLBC3104;S3
19002300;;;;;BCG;2020;TLBC3104;S3
19002309;9.8;AC ;2;2020;BCG;2020;TLBC3104;S3
19002312;10;V  ;2;2020;BCG;2020;TLBC3104;S3
19002314;11,875;V  ;1;2020;BCG;2020;TLBC3104;S3
19002317;12;V  ;1;2020;BCG;2020;TLBC3104;S3
19002322;13.2;V  ;1;2020;BCG;2020;TLBC3104;S3
19002378;15,375;V  ;1;2020;BCG;2020;TLBC3104;S3
19002388;11.2;V  ;1;2020;BCG;2020;TLBC3104;S3
19002524;10;V  ;2;2020;BCG;2020;TLBC3104;S3
19002565;10;V  ;2;2020;BCG;2020;TLBC3104;S3
19002592;10.2;V  ;1;2020;BCG;2020;TLBC3104;S3
19002593;0;NRA;1;2020;BCG;2020;TLBC3104;S3
19002613;11.8;V  ;1;2020;BCG;2020;TLBC3104;S3
19002648;8.2;AC ;2;2020;BCG;2020;TLBC3104;S3
19002657;9.5;AC ;2;2020;BCG;2020;TLBC3104;S3
19002692;10;V  ;2;2020;BCG;2020;TLBC3104;S3
19002696;9;NV ;2;2020;BCG;2020;TLBC3104;S3
19002737;11;V  ;1;2020;BCG;2020;TLBC3104;S3
19002743;;;;;BCG;2020;TLBC3104;S3
19002790;14,375;V  ;1;2020;BCG;2020;TLBC3104;S3
