COD_ETU;Note : TLMI1204;RÃ©sultat : TLMI1204;Session : TLMI1204;AnnÃ©e : TLMI1204;Filière;Année;Module;Semestre
18005409;9;AC ;2;2018;MIP;2020;TLMI1304;S1
18005479;0;NRA;1;2020;MIP;2020;TLMI1304;S1
18005750;13.5;V  ;1;2020;MIP;2020;TLMI1304;S1
18005756;3.5;NV ;2;2020;MIP;2020;TLMI1304;S1
18005764;7;AC ;2;2020;MIP;2020;TLMI1304;S1
18005940;7;NV ;2;2020;MIP;2020;TLMI1304;S1
18006059;7;NV ;2;2020;MIP;2020;TLMI1304;S1
18006184;7;AC ;2;2020;MIP;2020;TLMI1304;S1
18006186;9;NV ;2;2020;MIP;2020;TLMI1304;S1
18006205;7;AC ;2;2020;MIP;2020;TLMI1304;S1
18006208;10;V  ;1;2020;MIP;2020;TLMI1304;S1
18006210;6.5;NV ;2;2020;MIP;2020;TLMI1304;S1
18006212;10;V  ;2;2018;MIP;2020;TLMI1304;S1
18006213;10.5;V  ;1;2020;MIP;2020;TLMI1304;S1
18006217;9.6;AC ;2;2020;MIP;2020;TLMI1304;S1
18006223;7;AC ;2;2020;MIP;2020;TLMI1304;S1
18007298;10;V  ;1;2020;MIP;2020;TLMI1304;S1
18007401;4;NV ;2;2020;MIP;2020;TLMI1304;S1
18007617;3;NV ;2;2020;MIP;2020;TLMI1304;S1
18008043;0;NRA;1;2020;MIP;2020;TLMI1304;S1
18008966;5.5;NV ;2;2020;MIP;2020;TLMI1304;S1
18009010;10;V  ;1;2020;MIP;2020;TLMI1304;S1
18009015;8;NV ;2;2020;MIP;2020;TLMI1304;S1
18009016;0;NRA;1;2020;MIP;2020;TLMI1304;S1
18009020;10;V  ;2;2018;MIP;2020;TLMI1304;S1
18009029;17.5;V  ;1;2020;MIP;2020;TLMI1304;S1
18009031;4;NV ;2;2020;MIP;2020;TLMI1304;S1
18009154;12.5;V  ;1;2020;MIP;2020;TLMI1304;S1
18009159;8;AC ;2;2020;MIP;2020;TLMI1304;S1
18009169;10;V  ;2;2018;MIP;2020;TLMI1304;S1
18009212;11.5;V  ;1;2020;MIP;2020;TLMI1304;S1
18010364;8;NV ;2;2020;MIP;2020;TLMI1304;S1
18010372;8;AC ;2;2020;MIP;2020;TLMI1304;S1
18010519;0;NRA;1;2020;MIP;2020;TLMI1304;S1
18010520;7;AC ;2;2020;MIP;2020;TLMI1304;S1
18010525;0;NRA;1;2020;MIP;2020;TLMI1304;S1
18010547;0;NRA;1;2020;MIP;2020;TLMI1304;S1
18010738;13.5;V  ;1;2020;MIP;2020;TLMI1304;S1
18010750;11;V  ;1;2020;MIP;2020;TLMI1304;S1
18010765;11;V  ;1;2020;MIP;2020;TLMI1304;S1
18010770;11.5;V  ;1;2020;MIP;2020;TLMI1304;S1
18010771;10;V  ;2;2020;MIP;2020;TLMI1304;S1
18010778;10;V  ;2;2020;MIP;2020;TLMI1304;S1
18010788;10;V  ;1;2020;MIP;2020;TLMI1304;S1
18010888;10;V  ;2;2020;MIP;2020;TLMI1304;S1
18011062;10;V  ;1;2020;MIP;2020;TLMI1304;S1
18011548;9.5;AC ;2;2020;MIP;2020;TLMI1304;S1
18011549;10;V  ;1;2020;MIP;2020;TLMI1304;S1
18011567;10;V  ;2;2020;MIP;2020;TLMI1304;S1
18011568;10;V  ;1;2020;MIP;2020;TLMI1304;S1
18011569;7;AC ;2;2020;MIP;2020;TLMI1304;S1
19000620;0;NRA;1;2020;MIP;2020;TLMI1304;S1
19000875;10;V  ;2;2020;MIP;2020;TLMI1304;S1
19001254;10;V  ;1;2020;MIP;2020;TLMI1304;S1
19001272;0;NRA;1;2020;MIP;2020;TLMI1304;S1
19001307;10;V  ;1;2020;MIP;2020;TLMI1304;S1
19001385;11;V  ;1;2020;MIP;2020;TLMI1304;S1
19001487;0;NRA;1;2020;MIP;2020;TLMI1304;S1
19002804;10.6;V  ;1;2019;MIP;2020;TLMI1304;S1
19003213;8;AC ;2;2020;MIP;2020;TLMI1304;S1
19003332;2.5;NV ;2;2020;MIP;2020;TLMI1304;S1
19003344;4;NV ;2;2020;MIP;2020;TLMI1304;S1
19003667;5;NV ;2;2020;MIP;2020;TLMI1304;S1
19003675;0;NRA;1;2020;MIP;2020;TLMI1304;S1
19004101;9;NV ;2;2020;MIP;2020;TLMI1304;S1
19004113;14;V  ;1;2020;MIP;2020;TLMI1304;S1
19004130;6.5;NV ;2;2020;MIP;2020;TLMI1304;S1
19004155;10;V  ;1;2020;MIP;2020;TLMI1304;S1
19004265;6;NV ;2;2020;MIP;2020;TLMI1304;S1
19004300;10.5;V  ;1;2020;MIP;2020;TLMI1304;S1
19004362;10;V  ;2;2019;MIP;2020;TLMI1304;S1
19004428;9;AC ;2;2020;MIP;2020;TLMI1304;S1
19004488;0;NRA;1;2020;MIP;2020;TLMI1304;S1
19004494;8;NV ;2;2020;MIP;2020;TLMI1304;S1
19004507;0;NRA;1;2020;MIP;2020;TLMI1304;S1
19004512;10;V  ;2;2019;MIP;2020;TLMI1304;S1
19004513;8;NV ;2;2020;MIP;2020;TLMI1304;S1
19004514;10;V  ;1;2020;MIP;2020;TLMI1304;S1
19004532;10.8;V  ;1;2019;MIP;2020;TLMI1304;S1
19004534;10;V  ;2;2020;MIP;2020;TLMI1304;S1
19004543;8;AC ;2;2020;MIP;2020;TLMI1304;S1
19004545;3.5;NV ;2;2020;MIP;2020;TLMI1304;S1
19004730;0;NRA;1;2020;MIP;2020;TLMI1304;S1
19004741;12.5;V  ;1;2020;MIP;2020;TLMI1304;S1
19004803;11;V  ;1;2020;MIP;2020;TLMI1304;S1
19004823;16;V  ;1;2020;MIP;2020;TLMI1304;S1
19004838;13;V  ;1;2019;MIP;2020;TLMI1304;S1
19004860;4.5;NV ;2;2020;MIP;2020;TLMI1304;S1
19004908;12;V  ;1;2020;MIP;2020;TLMI1304;S1
19004935;11;V  ;1;2020;MIP;2020;TLMI1304;S1
19005032;3;NV ;2;2020;MIP;2020;TLMI1304;S1
19005039;10;V  ;2;2019;MIP;2020;TLMI1304;S1
19005059;7;AC ;2;2020;MIP;2020;TLMI1304;S1
19005102;10;V  ;2;2020;MIP;2020;TLMI1304;S1
19005152;8.5;NV ;2;2020;MIP;2020;TLMI1304;S1
19005372;9;AC ;2;2020;MIP;2020;TLMI1304;S1
19005514;0;NRA;1;2020;MIP;2020;TLMI1304;S1
19006058;13.6;V  ;1;2019;MIP;2020;TLMI1304;S1
19006207;13.4;V  ;1;2019;MIP;2020;TLMI1304;S1
19006776;9;AC ;2;2020;MIP;2020;TLMI1304;S1
19007176;4;NV ;2;2020;MIP;2020;TLMI1304;S1
19007752;4;NV ;2;2020;MIP;2020;TLMI1304;S1
19007988;6;NV ;2;2020;MIP;2020;TLMI1304;S1
19007990;5;NV ;2;2020;MIP;2020;TLMI1304;S1
19008174;10;V  ;2;2020;MIP;2020;TLMI1304;S1
19008870;8.5;NV ;2;2020;MIP;2020;TLMI1304;S1
19008962;8;AC ;2;2020;MIP;2020;TLMI1304;S1
19009100;6.5;NV ;2;2020;MIP;2020;TLMI1304;S1
19009105;7;AC ;2;2020;MIP;2020;TLMI1304;S1
19009167;8.5;AC ;2;2020;MIP;2020;TLMI1304;S1
19009291;10.2;V  ;1;2019;MIP;2020;TLMI1304;S1
19009335;13.5;V  ;1;2020;MIP;2020;TLMI1304;S1
19009385;8.5;NV ;2;2020;MIP;2020;TLMI1304;S1
19009386;9;AC ;2;2020;MIP;2020;TLMI1304;S1
19009395;10.8;V  ;1;2019;MIP;2020;TLMI1304;S1
19009570;0;NRA;1;2020;MIP;2020;TLMI1304;S1
19009584;0;NRA;1;2020;MIP;2020;TLMI1304;S1
19009592;11.5;V  ;1;2020;MIP;2020;TLMI1304;S1
19009598;0;NRA;1;2020;MIP;2020;TLMI1304;S1
19009629;10;V  ;1;2020;MIP;2020;TLMI1304;S1
19009647;7;AC ;2;2020;MIP;2020;TLMI1304;S1
19009734;0;NRA;1;2020;MIP;2020;TLMI1304;S1
19009735;10;V  ;2;2019;MIP;2020;TLMI1304;S1
19009737;0;NRA;1;2020;MIP;2020;TLMI1304;S1
19009738;9;AC ;2;2020;MIP;2020;TLMI1304;S1
19009741;7;NV ;2;2020;MIP;2020;TLMI1304;S1
19009852;8;AC ;2;2020;MIP;2020;TLMI1304;S1
19009972;6;NV ;2;2020;MIP;2020;TLMI1304;S1
19010172;7;NV ;2;2020;MIP;2020;TLMI1304;S1
19010282;10;V  ;1;2020;MIP;2020;TLMI1304;S1
19010283;9;AC ;2;2020;MIP;2020;TLMI1304;S1
19010289;3;NV ;2;2020;MIP;2020;TLMI1304;S1
19010294;3;NV ;2;2020;MIP;2020;TLMI1304;S1
19010296;5;NV ;2;2020;MIP;2020;TLMI1304;S1
19010297;0;NRA;1;2020;MIP;2020;TLMI1304;S1
19010509;6.5;NV ;2;2020;MIP;2020;TLMI1304;S1
19010543;10;V  ;2;2019;MIP;2020;TLMI1304;S1
19010606;11.6;V  ;1;2019;MIP;2020;TLMI1304;S1
19010781;0;NRA;1;2020;MIP;2020;TLMI1304;S1
19010791;11.5;V  ;1;2020;MIP;2020;TLMI1304;S1
19010798;5;NV ;2;2020;MIP;2020;TLMI1304;S1
19010801;0;NRA;1;2020;MIP;2020;TLMI1304;S1
19010802;0;NRA;1;2020;MIP;2020;TLMI1304;S1
19010803;6;NV ;2;2020;MIP;2020;TLMI1304;S1
19010805;0;NRA;1;2020;MIP;2020;TLMI1304;S1
19010806;6;NV ;2;2020;MIP;2020;TLMI1304;S1
19010807;10;V  ;2;2020;MIP;2020;TLMI1304;S1
19010812;0;NRA;1;2020;MIP;2020;TLMI1304;S1
19010810;4;NV ;2;2020;MIP;2020;TLMI1304;S1
19010811;6.5;NV ;2;2020;MIP;2020;TLMI1304;S1
19010813;10;V  ;1;2020;MIP;2020;TLMI1304;S1
19010815;10;V  ;2;2019;MIP;2020;TLMI1304;S1
19010817;5.5;NV ;2;2020;MIP;2020;TLMI1304;S1
19010823;10;V  ;2;2019;MIP;2020;TLMI1304;S1
19010824;6;NV ;2;2020;MIP;2020;TLMI1304;S1
19010830;10;V  ;2;2019;MIP;2020;TLMI1304;S1
19010833;16.5;V  ;1;2020;MIP;2020;TLMI1304;S1
19010834;7;NV ;2;2020;MIP;2020;TLMI1304;S1
19010835;0;NRA;1;2020;MIP;2020;TLMI1304;S1
19010836;8;AC ;2;2020;MIP;2020;TLMI1304;S1
19010837;10;V  ;2;2019;MIP;2020;TLMI1304;S1
19010838;6;NV ;2;2020;MIP;2020;TLMI1304;S1
19010909;10;V  ;1;2020;MIP;2020;TLMI1304;S1
19010920;7;AC ;2;2020;MIP;2020;TLMI1304;S1
19010936;8;AC ;2;2020;MIP;2020;TLMI1304;S1
19010944;0;NRA;1;2020;MIP;2020;TLMI1304;S1
19010945;7;AC ;2;2020;MIP;2020;TLMI1304;S1
19010947;8.5;NV ;2;2020;MIP;2020;TLMI1304;S1
19010948;8.5;AC ;2;2020;MIP;2020;TLMI1304;S1
19010949;5.5;NV ;2;2020;MIP;2020;TLMI1304;S1
19010956;8;AC ;2;2020;MIP;2020;TLMI1304;S1
19010970;0;NRA;1;2020;MIP;2020;TLMI1304;S1
19010971;10;V  ;2;2019;MIP;2020;TLMI1304;S1
19010973;10;V  ;2;2019;MIP;2020;TLMI1304;S1
19011089;7;NV ;2;2020;MIP;2020;TLMI1304;S1
19011106;11;V  ;1;2020;MIP;2020;TLMI1304;S1
19011220;12;V  ;1;2020;MIP;2020;TLMI1304;S1
19011236;6;NV ;2;2020;MIP;2020;TLMI1304;S1
19011480;10;V  ;1;2020;MIP;2020;TLMI1304;S1
19011788;10;V  ;2;2020;MIP;2020;TLMI1304;S1
19011807;5;NV ;2;2020;MIP;2020;TLMI1304;S1
19011809;8;AC ;2;2020;MIP;2020;TLMI1304;S1
19011810;0;NRA;1;2020;MIP;2020;TLMI1304;S1
19011926;8.8;AC ;2;2020;MIP;2020;TLMI1304;S1
19012036;10;V  ;2;2019;MIP;2020;TLMI1304;S1
19012278;0;NRA;1;2020;MIP;2020;TLMI1304;S1
19012279;7.5;NV ;2;2020;MIP;2020;TLMI1304;S1
19012582;10;V  ;2;2020;MIP;2020;TLMI1304;S1
20000038;8.5;NV ;2;2020;MIP;2020;TLMI1304;S1
20000043;12.5;V  ;1;2020;MIP;2020;TLMI1304;S1
20000061;11;V  ;1;2020;MIP;2020;TLMI1304;S1
20000064;13;V  ;1;2020;MIP;2020;TLMI1304;S1
20000096;13.5;V  ;1;2020;MIP;2020;TLMI1304;S1
20000111;16;V  ;1;2020;MIP;2020;TLMI1304;S1
20000114;6;NV ;2;2020;MIP;2020;TLMI1304;S1
20000116;0;NRA;1;2020;MIP;2020;TLMI1304;S1
20000132;9;AC ;2;2020;MIP;2020;TLMI1304;S1
20000133;7;NV ;2;2020;MIP;2020;TLMI1304;S1
20000134;13;V  ;1;2020;MIP;2020;TLMI1304;S1
20000143;12.5;V  ;1;2020;MIP;2020;TLMI1304;S1
20000159;0;NRA;1;2020;MIP;2020;TLMI1304;S1
20000161;14;V  ;1;2020;MIP;2020;TLMI1304;S1
20000162;11;V  ;1;2020;MIP;2020;TLMI1304;S1
20000212;15;V  ;1;2020;MIP;2020;TLMI1304;S1
20000214;0;NRA;1;2020;MIP;2020;TLMI1304;S1
20000225;9;NV ;2;2020;MIP;2020;TLMI1304;S1
20000226;6.5;NV ;2;2020;MIP;2020;TLMI1304;S1
20000227;4;NV ;2;2020;MIP;2020;TLMI1304;S1
20000229;6;NV ;2;2020;MIP;2020;TLMI1304;S1
20000232;0;NRA;1;2020;MIP;2020;TLMI1304;S1
20000242;12.5;V  ;1;2020;MIP;2020;TLMI1304;S1
20000243;7.5;NV ;2;2020;MIP;2020;TLMI1304;S1
20000256;17;V  ;1;2020;MIP;2020;TLMI1304;S1
20000348;0;NRA;1;2020;MIP;2020;TLMI1304;S1
20000891;0;NRA;1;2020;MIP;2020;TLMI1304;S1
20000969;10;V  ;1;2020;MIP;2020;TLMI1304;S1
20000970;10;V  ;1;2020;MIP;2020;TLMI1304;S1
20000972;11;V  ;1;2020;MIP;2020;TLMI1304;S1
20000974;12.5;V  ;1;2020;MIP;2020;TLMI1304;S1
20000977;10;V  ;2;2020;MIP;2020;TLMI1304;S1
20000981;0;NRA;1;2020;MIP;2020;TLMI1304;S1
20000982;13;V  ;1;2020;MIP;2020;TLMI1304;S1
20000998;12.5;V  ;1;2020;MIP;2020;TLMI1304;S1
20001090;8;NV ;2;2020;MIP;2020;TLMI1304;S1
20001093;16;V  ;1;2020;MIP;2020;TLMI1304;S1
20001095;3.5;NV ;2;2020;MIP;2020;TLMI1304;S1
20001097;10;V  ;1;2020;MIP;2020;TLMI1304;S1
20001164;10;V  ;1;2020;MIP;2020;TLMI1304;S1
20001168;7;NV ;2;2020;MIP;2020;TLMI1304;S1
20001176;13.5;V  ;1;2020;MIP;2020;TLMI1304;S1
20001179;11.5;V  ;1;2020;MIP;2020;TLMI1304;S1
20001245;14;V  ;1;2020;MIP;2020;TLMI1304;S1
20001248;19;V  ;1;2020;MIP;2020;TLMI1304;S1
20001252;8;NV ;2;2020;MIP;2020;TLMI1304;S1
20001255;12.5;V  ;1;2020;MIP;2020;TLMI1304;S1
20001258;11.5;V  ;1;2020;MIP;2020;TLMI1304;S1
20001262;10;V  ;2;2020;MIP;2020;TLMI1304;S1
20001369;10;V  ;1;2020;MIP;2020;TLMI1304;S1
20001376;10;V  ;1;2020;MIP;2020;TLMI1304;S1
20001377;7;AC ;2;2020;MIP;2020;TLMI1304;S1
20001381;10;V  ;2;2020;MIP;2020;TLMI1304;S1
20001385;12;V  ;1;2020;MIP;2020;TLMI1304;S1
20001407;13;V  ;1;2020;MIP;2020;TLMI1304;S1
20001410;0;NRA;1;2020;MIP;2020;TLMI1304;S1
20001411;0;NRA;1;2020;MIP;2020;TLMI1304;S1
20001412;0;NRA;1;2020;MIP;2020;TLMI1304;S1
20001413;16;V  ;1;2020;MIP;2020;TLMI1304;S1
20001414;11;V  ;1;2020;MIP;2020;TLMI1304;S1
20001415;10.5;V  ;1;2020;MIP;2020;TLMI1304;S1
20001416;16;V  ;1;2020;MIP;2020;TLMI1304;S1
20001463;11.5;V  ;1;2020;MIP;2020;TLMI1304;S1
20001467;18;V  ;1;2020;MIP;2020;TLMI1304;S1
20001470;6;NV ;2;2020;MIP;2020;TLMI1304;S1
20001473;10;V  ;1;2020;MIP;2020;TLMI1304;S1
20001476;10;V  ;2;2020;MIP;2020;TLMI1304;S1
20001567;10;V  ;2;2020;MIP;2020;TLMI1304;S1
20001637;0;NRA;1;2020;MIP;2020;TLMI1304;S1
20001640;9;NV ;2;2020;MIP;2020;TLMI1304;S1
20001718;11;V  ;1;2020;MIP;2020;TLMI1304;S1
20001746;10;V  ;2;2020;MIP;2020;TLMI1304;S1
20001777;10;V  ;2;2020;MIP;2020;TLMI1304;S1
20001779;0;NRA;1;2020;MIP;2020;TLMI1304;S1
20001782;10;V  ;1;2020;MIP;2020;TLMI1304;S1
20001783;16;V  ;1;2020;MIP;2020;TLMI1304;S1
20001785;4;NV ;2;2020;MIP;2020;TLMI1304;S1
20001786;5.5;NV ;2;2020;MIP;2020;TLMI1304;S1
20001787;14.5;V  ;1;2020;MIP;2020;TLMI1304;S1
20001789;10;V  ;1;2020;MIP;2020;TLMI1304;S1
20001790;10;V  ;1;2020;MIP;2020;TLMI1304;S1
20001792;11;V  ;1;2020;MIP;2020;TLMI1304;S1
20001793;4;NV ;2;2020;MIP;2020;TLMI1304;S1
20001794;5;NV ;2;2020;MIP;2020;TLMI1304;S1
20001795;10;V  ;2;2020;MIP;2020;TLMI1304;S1
20001883;10;V  ;1;2020;MIP;2020;TLMI1304;S1
20001891;6;NV ;2;2020;MIP;2020;TLMI1304;S1
20001893;8;NV ;2;2020;MIP;2020;TLMI1304;S1
20001898;0;NRA;1;2020;MIP;2020;TLMI1304;S1
20003551;12.5;V  ;1;2020;MIP;2020;TLMI1304;S1
20003554;0;NRA;1;2020;MIP;2020;TLMI1304;S1
20003670;0.5;NV ;2;2020;MIP;2020;TLMI1304;S1
20003818;11.5;V  ;1;2020;MIP;2020;TLMI1304;S1
20007032;6;NV ;2;2020;MIP;2020;TLMI1304;S1
20007950;13.5;V  ;1;2020;MIP;2020;TLMI1304;S1
20007966;8;AC ;2;2020;MIP;2020;TLMI1304;S1
20007991;11;V  ;1;2020;MIP;2020;TLMI1304;S1
20008024;10.5;V  ;1;2020;MIP;2020;TLMI1304;S1
20008051;11.5;V  ;1;2020;MIP;2020;TLMI1304;S1
20008090;8;NV ;2;2020;MIP;2020;TLMI1304;S1
20008105;4;NV ;2;2020;MIP;2020;TLMI1304;S1
20008118;12.5;V  ;1;2020;MIP;2020;TLMI1304;S1
20008128;4;NV ;2;2020;MIP;2020;TLMI1304;S1
20008138;5;NV ;2;2020;MIP;2020;TLMI1304;S1
20008170;8.5;AC ;2;2020;MIP;2020;TLMI1304;S1
20008192;10;V  ;2;2020;MIP;2020;TLMI1304;S1
20008208;7.5;AC ;2;2020;MIP;2020;TLMI1304;S1
20008238;10;V  ;1;2020;MIP;2020;TLMI1304;S1
20008250;10.5;V  ;1;2020;MIP;2020;TLMI1304;S1
20008267;0;NRA;1;2020;MIP;2020;TLMI1304;S1
20008477;14.5;V  ;1;2020;MIP;2020;TLMI1304;S1
20008871;12;V  ;1;2020;MIP;2020;TLMI1304;S1
20008874;10;V  ;2;2020;MIP;2020;TLMI1304;S1
20008875;4;NV ;2;2020;MIP;2020;TLMI1304;S1
20008990;0;NRA;1;2020;MIP;2020;TLMI1304;S1
20009171;10;V  ;2;2020;MIP;2020;TLMI1304;S1
20009305;0;NRA;1;2020;MIP;2020;TLMI1304;S1
20009884;11.5;V  ;1;2020;MIP;2020;TLMI1304;S1
20010304;13;V  ;1;2020;MIP;2020;TLMI1304;S1
20010632;4.5;NV ;2;2020;MIP;2020;TLMI1304;S1
20010643;5;NV ;2;2020;MIP;2020;TLMI1304;S1
20010835;10;V  ;1;2020;MIP;2020;TLMI1304;S1
20010999;0;NRA;1;2020;MIP;2020;TLMI1304;S1
20011067;12;V  ;1;2020;MIP;2020;TLMI1304;S1
20011069;10;V  ;2;2020;MIP;2020;TLMI1304;S1
20011070;11;V  ;1;2020;MIP;2020;TLMI1304;S1
20011088;14.5;V  ;1;2020;MIP;2020;TLMI1304;S1
20011408;10.5;V  ;1;2020;MIP;2020;TLMI1304;S1
20011409;0;NRA;1;2020;MIP;2020;TLMI1304;S1
20011472;8.5;AC ;2;2020;MIP;2020;TLMI1304;S1
20011474;7;AC ;2;2020;MIP;2020;TLMI1304;S1
20011476;9;AC ;2;2020;MIP;2020;TLMI1304;S1
20011480;15.5;V  ;1;2020;MIP;2020;TLMI1304;S1
20011487;13;V  ;1;2020;MIP;2020;TLMI1304;S1
20011488;10;V  ;2;2020;MIP;2020;TLMI1304;S1
20011489;13.5;V  ;1;2020;MIP;2020;TLMI1304;S1
20011490;10;V  ;1;2020;MIP;2020;TLMI1304;S1
20011492;11;V  ;1;2020;MIP;2020;TLMI1304;S1
20011493;10;V  ;2;2020;MIP;2020;TLMI1304;S1
20011494;0;NRA;1;2020;MIP;2020;TLMI1304;S1
20011495;13.5;V  ;1;2020;MIP;2020;TLMI1304;S1
20011561;10;V  ;1;2020;MIP;2020;TLMI1304;S1
20011567;6;NV ;2;2020;MIP;2020;TLMI1304;S1
20011568;3.5;NV ;2;2020;MIP;2020;TLMI1304;S1
20011570;4;NV ;2;2020;MIP;2020;TLMI1304;S1
20011573;4.5;NV ;2;2020;MIP;2020;TLMI1304;S1
20011575;6;NV ;2;2020;MIP;2020;TLMI1304;S1
20011576;1;NV ;2;2020;MIP;2020;TLMI1304;S1
20011577;6;NV ;2;2020;MIP;2020;TLMI1304;S1
20011801;0;NRA;1;2020;MIP;2020;TLMI1304;S1
20011805;9;NV ;2;2020;MIP;2020;TLMI1304;S1
20011817;12.5;V  ;1;2020;MIP;2020;TLMI1304;S1
20013533;2;NV ;2;2020;MIP;2020;TLMI1304;S1
16001328;10;V  ;2;2016;MIP;2020;TLMI1504;S1
16001999;10;V  ;2;2017;MIP;2020;TLMI1504;S1
16002056;10;V  ;2;2016;MIP;2020;TLMI1504;S1
16005554;10;V  ;1;2016;MIP;2020;TLMI1504;S1
17000924;10;V  ;2;2017;MIP;2020;TLMI1504;S1
17002059;15.5;V  ;1;2018;MIP;2020;TLMI1504;S1
17002457;13.5;V  ;1;2018;MIP;2020;TLMI1504;S1
17006009;11.5;V  ;1;2017;MIP;2020;TLMI1504;S1
17006196;12.5;V  ;1;2017;MIP;2020;TLMI1504;S1
17006200;10;V  ;2;2017;MIP;2020;TLMI1504;S1
17006271;10.8;V  ;1;2017;MIP;2020;TLMI1504;S1
17006394;11.5;V  ;1;2020;MIP;2020;TLMI1504;S1
17006401;10;V  ;2;2020;MIP;2020;TLMI1504;S1
17006419;10;V  ;2;2019;MIP;2020;TLMI1504;S1
17006632;11;V  ;1;2020;MIP;2020;TLMI1504;S1
17006758;11.5;V  ;1;2018;MIP;2020;TLMI1504;S1
18000739;0;NRA;1;2020;MIP;2020;TLMI1504;S1
18003890;12;V  ;1;2018;MIP;2020;TLMI1504;S1
18004287;12;V  ;1;2018;MIP;2020;TLMI1504;S1
18004337;12;V  ;1;2018;MIP;2020;TLMI1504;S1
18004424;0;NRA;1;2020;MIP;2020;TLMI1504;S1
18004433;0;NRA;1;2020;MIP;2020;TLMI1504;S1
18004480;11.8;V  ;1;2019;MIP;2020;TLMI1504;S1
18004557;10;V  ;1;2020;MIP;2020;TLMI1504;S1
18004840;14;V  ;1;2018;MIP;2020;TLMI1504;S1
18004952;10;V  ;2;2020;MIP;2020;TLMI1504;S1
18005070;10.5;V  ;1;2018;MIP;2020;TLMI1504;S1
18005354;12.5;V  ;1;2018;MIP;2020;TLMI1504;S1
18005401;10;V  ;2;2018;MIP;2020;TLMI1504;S1
18005409;19.5;V  ;1;2018;MIP;2020;TLMI1504;S1
18005479;11.5;V  ;1;2018;MIP;2020;TLMI1504;S1
18005750;10.5;V  ;1;2019;MIP;2020;TLMI1504;S1
18005756;1;NV ;2;2020;MIP;2020;TLMI1504;S1
18005764;10;V  ;2;2018;MIP;2020;TLMI1504;S1
18005940;10.5;V  ;1;2018;MIP;2020;TLMI1504;S1
18006059;10;V  ;2;2018;MIP;2020;TLMI1504;S1
18006184;12.5;V  ;1;2018;MIP;2020;TLMI1504;S1
18006186;10.8;V  ;1;2018;MIP;2020;TLMI1504;S1
18006205;12;V  ;1;2020;MIP;2020;TLMI1504;S1
18006208;10;V  ;1;2020;MIP;2020;TLMI1504;S1
18006210;10;V  ;2;2018;MIP;2020;TLMI1504;S1
18006212;10;V  ;2;2018;MIP;2020;TLMI1504;S1
18006213;10;V  ;2;2018;MIP;2020;TLMI1504;S1
18006217;10;V  ;2;2018;MIP;2020;TLMI1504;S1
18006223;14.8;V  ;1;2018;MIP;2020;TLMI1504;S1
18007298;10;V  ;1;2018;MIP;2020;TLMI1504;S1
18007401;10;V  ;2;2020;MIP;2020;TLMI1504;S1
18007617;12.2;V  ;1;2018;MIP;2020;TLMI1504;S1
18008043;1;NV ;2;2020;MIP;2020;TLMI1504;S1
18008966;10;V  ;2;2020;MIP;2020;TLMI1504;S1
18009010;15;V  ;1;2020;MIP;2020;TLMI1504;S1
18009015;10;V  ;2;2019;MIP;2020;TLMI1504;S1
18009016;0;NRA;1;2020;MIP;2020;TLMI1504;S1
18009020;12.8;V  ;1;2019;MIP;2020;TLMI1504;S1
18009029;15.8;V  ;1;2018;MIP;2020;TLMI1504;S1
