COD_ETU;Note : TLMI1104;Résultat : TLMI1104;Session : TLMI1104;Année : TLMI1104;Filière;Année;Module;Semestre
18005430;7;AC ;2;2018;MIP;2019;TLMI1104;S1
18005475;14.8;V  ;1;2019;MIP;2019;TLMI1104;S1
18005479;10.2;V  ;1;2018;MIP;2019;TLMI1104;S1
18005544;11.3;V  ;1;2018;MIP;2019;TLMI1104;S1
18005750;4.6;NRA;1;2019;MIP;2019;TLMI1104;S1
18005756;3.5;NRA;1;2019;MIP;2019;TLMI1104;S1
18005764;5.2;NV ;2;2019;MIP;2019;TLMI1104;S1
18005940;10.1;V  ;1;2019;MIP;2019;TLMI1104;S1
18005960;11.4;V  ;1;2018;MIP;2019;TLMI1104;S1
18006040;10.2;V  ;1;2018;MIP;2019;TLMI1104;S1
18006045;1.9;NRA;1;2019;MIP;2019;TLMI1104;S1
18006059;6;NV ;2;2019;MIP;2019;TLMI1104;S1
18006092;10;V  ;2;2018;MIP;2019;TLMI1104;S1
18006100;10.8;V  ;1;2019;MIP;2019;TLMI1104;S1
18006129;10;V  ;2;2018;MIP;2019;TLMI1104;S1
18006139;10.2;V  ;1;2018;MIP;2019;TLMI1104;S1
18006176;7;AC ;2;2019;MIP;2019;TLMI1104;S1
18006180;10;V  ;2;2019;MIP;2019;TLMI1104;S1
18006183;7;AC ;2;2019;MIP;2019;TLMI1104;S1
18006184;5.2;NV ;2;2019;MIP;2019;TLMI1104;S1
18006186;3.4;NRA;1;2019;MIP;2019;TLMI1104;S1
18006193;10.1;V  ;1;2018;MIP;2019;TLMI1104;S1
18006197;10;V  ;2;2019;MIP;2019;TLMI1104;S1
18006205;13.4;V  ;1;2019;MIP;2019;TLMI1104;S1
18006208;8.6;NV ;2;2019;MIP;2019;TLMI1104;S1
18006210;5.5;NV ;2;2019;MIP;2019;TLMI1104;S1
18006211;8.3;AC ;2;2018;MIP;2019;TLMI1104;S1
18006212;3.5;NRA;1;2019;MIP;2019;TLMI1104;S1
18006213;10.2;V  ;1;2018;MIP;2019;TLMI1104;S1
18006215;11.1;V  ;1;2019;MIP;2019;TLMI1104;S1
18006217;10.4;V  ;1;2019;MIP;2019;TLMI1104;S1
18006219;11.8;V  ;1;2018;MIP;2019;TLMI1104;S1
18006220;13.8;V  ;1;2019;MIP;2019;TLMI1104;S1
18006221;7.8;AC ;2;2018;MIP;2019;TLMI1104;S1
18006223;10.1;V  ;1;2019;MIP;2019;TLMI1104;S1
18006911;10.9;V  ;1;2018;MIP;2019;TLMI1104;S1
18007022;12.8;V  ;1;2019;MIP;2019;TLMI1104;S1
18007194;12.4;V  ;1;2019;MIP;2019;TLMI1104;S1
18007298;2.8;NRA;1;2019;MIP;2019;TLMI1104;S1
18007401;3.4;NRA;1;2019;MIP;2019;TLMI1104;S1
18007617;6.2;NV ;2;2019;MIP;2019;TLMI1104;S1
18007643;12.8;V  ;1;2019;MIP;2019;TLMI1104;S1
18007960;7;AC ;2;2019;MIP;2019;TLMI1104;S1
18008043;7.5;NV ;2;2019;MIP;2019;TLMI1104;S1
18008962;8;AC ;2;2019;MIP;2019;TLMI1104;S1
18008966;0;NRA;1;2019;MIP;2019;TLMI1104;S1
18009004;12.2;V  ;1;2018;MIP;2019;TLMI1104;S1
18009008;7.2;AC ;2;2019;MIP;2019;TLMI1104;S1
18009010;9;NV ;2;2019;MIP;2019;TLMI1104;S1
18009015;5.2;NV ;2;2019;MIP;2019;TLMI1104;S1
18009016;0;NRA;1;2019;MIP;2019;TLMI1104;S1
18009019;10;V  ;2;2019;MIP;2019;TLMI1104;S1
18009020;8;AC ;2;2019;MIP;2019;TLMI1104;S1
18009029;13.5;V  ;1;2018;MIP;2019;TLMI1104;S1
18009031;4.2;NRA;1;2019;MIP;2019;TLMI1104;S1
18009033;10;V  ;2;2018;MIP;2019;TLMI1104;S1
18009093;10;V  ;2;2019;MIP;2019;TLMI1104;S1
18009154;3.7;NRA;1;2019;MIP;2019;TLMI1104;S1
18009159;10;V  ;2;2019;MIP;2019;TLMI1104;S1
18009169;1.6;NRA;1;2019;MIP;2019;TLMI1104;S1
18009212;6.3;NV ;2;2019;MIP;2019;TLMI1104;S1
18009732;10.2;V  ;1;2019;MIP;2019;TLMI1104;S1
18009804;7;AC ;2;2018;MIP;2019;TLMI1104;S1
18010307;14.5;V  ;1;2019;MIP;2019;TLMI1104;S1
18010364;6.1;NV ;2;2019;MIP;2019;TLMI1104;S1
18010372;11;V  ;1;2019;MIP;2019;TLMI1104;S1
18010519;2.4;NRA;1;2019;MIP;2019;TLMI1104;S1
18010520;0;NRA;1;2019;MIP;2019;TLMI1104;S1
18010525;0;NRA;1;2019;MIP;2019;TLMI1104;S1
18010547;2;NRA;1;2019;MIP;2019;TLMI1104;S1
18010592;8.2;AC ;2;2018;MIP;2019;TLMI1104;S1
18010733;7;AC ;2;2019;MIP;2019;TLMI1104;S1
18010738;11.1;V  ;1;2019;MIP;2019;TLMI1104;S1
18010741;4.3;NRA;1;2019;MIP;2019;TLMI1104;S1
18010750;10.6;V  ;1;2019;MIP;2019;TLMI1104;S1
18010752;7;AC ;2;2019;MIP;2019;TLMI1104;S1
18010755;11.8;V  ;1;2019;MIP;2019;TLMI1104;S1
18010758;4;NRA;1;2019;MIP;2019;TLMI1104;S1
18010761;10.1;V  ;1;2018;MIP;2019;TLMI1104;S1
18010765;12.8;V  ;1;2019;MIP;2019;TLMI1104;S1
18010770;3;NRA;1;2019;MIP;2019;TLMI1104;S1
18010771;3.8;NRA;1;2019;MIP;2019;TLMI1104;S1
18010778;0.3;NRA;1;2019;MIP;2019;TLMI1104;S1
18010779;10;V  ;2;2018;MIP;2019;TLMI1104;S1
18010780;14.8;V  ;1;2019;MIP;2019;TLMI1104;S1
18010783;7.3;AC ;2;2018;MIP;2019;TLMI1104;S1
18010788;10.1;V  ;1;2019;MIP;2019;TLMI1104;S1
18010805;10;V  ;2;2018;MIP;2019;TLMI1104;S1
18010888;4.8;NRA;1;2019;MIP;2019;TLMI1104;S1
18010894;11.8;V  ;1;2019;MIP;2019;TLMI1104;S1
18011058;11.1;V  ;1;2019;MIP;2019;TLMI1104;S1
18011062;10;V  ;2;2019;MIP;2019;TLMI1104;S1
18011070;11.9;V  ;1;2019;MIP;2019;TLMI1104;S1
18011072;10;V  ;1;2018;MIP;2019;TLMI1104;S1
18011546;10.7;V  ;1;2018;MIP;2019;TLMI1104;S1
18011548;7;NV ;2;2019;MIP;2019;TLMI1104;S1
18011549;7;NV ;2;2019;MIP;2019;TLMI1104;S1
18011567;4.1;NRA;1;2019;MIP;2019;TLMI1104;S1
18011568;10.4;V  ;1;2019;MIP;2019;TLMI1104;S1
18011569;11;V  ;1;2018;MIP;2019;TLMI1104;S1
18011572;11.5;V  ;1;2019;MIP;2019;TLMI1104;S1
18012757;13.4;V  ;1;2019;MIP;2019;TLMI1104;S1
19000840;9.1;NV ;2;2019;MIP;2019;TLMI1104;S1
19000843;11;V  ;1;2019;MIP;2019;TLMI1104;S1
19000869;6.9;NV ;2;2019;MIP;2019;TLMI1104;S1
19000875;5;NV ;2;2019;MIP;2019;TLMI1104;S1
19000882;6.2;NV ;2;2019;MIP;2019;TLMI1104;S1
19000991;2.8;NRA;1;2019;MIP;2019;TLMI1104;S1
19001054;4.7;NRA;1;2019;MIP;2019;TLMI1104;S1
19001129;5.2;NV ;2;2019;MIP;2019;TLMI1104;S1
19001204;11.4;V  ;1;2019;MIP;2019;TLMI1104;S1
19001254;10.6;V  ;1;2019;MIP;2019;TLMI1104;S1
19001272;0;NRA;1;2019;MIP;2019;TLMI1104;S1
19001305;15.4;V  ;1;2019;MIP;2019;TLMI1104;S1
19001307;4.2;NRA;1;2019;MIP;2019;TLMI1104;S1
19001375;18.2;V  ;1;2019;MIP;2019;TLMI1104;S1
19001385;11.4;V  ;1;2019;MIP;2019;TLMI1104;S1
19001487;0;NRA;1;2019;MIP;2019;TLMI1104;S1
19001721;10;V  ;2;2019;MIP;2019;TLMI1104;S1
19002131;16.8;V  ;1;2019;MIP;2019;TLMI1104;S1
19002133;7;AC ;2;2019;MIP;2019;TLMI1104;S1
19002293;14.7;V  ;1;2019;MIP;2019;TLMI1104;S1
19002542;2.5;NRA;1;2019;MIP;2019;TLMI1104;S1
19002619;12.7;V  ;1;2019;MIP;2019;TLMI1104;S1
19002746;13.6;V  ;1;2019;MIP;2019;TLMI1104;S1
19002758;7;NV ;2;2019;MIP;2019;TLMI1104;S1
19002804;4.2;NRA;1;2019;MIP;2019;TLMI1104;S1
19002811;7.7;AC ;2;2019;MIP;2019;TLMI1104;S1
19003213;5.4;NV ;2;2019;MIP;2019;TLMI1104;S1
19003332;0.3;NRA;1;2019;MIP;2019;TLMI1104;S1
19003344;3;NRA;1;2019;MIP;2019;TLMI1104;S1
19003667;3.1;NRA;1;2019;MIP;2019;TLMI1104;S1
19003675;0;NRA;1;2019;MIP;2019;TLMI1104;S1
19004051;10.7;V  ;1;2019;MIP;2019;TLMI1104;S1
19004062;10.3;V  ;1;2019;MIP;2019;TLMI1104;S1
19004101;3.6;NRA;1;2019;MIP;2019;TLMI1104;S1
19004113;8;NV ;2;2019;MIP;2019;TLMI1104;S1
19004130;8;NV ;2;2019;MIP;2019;TLMI1104;S1
19004155;10;V  ;1;2019;MIP;2019;TLMI1104;S1
19004248;4.5;NRA;1;2019;MIP;2019;TLMI1104;S1
19004265;4.1;NRA;1;2019;MIP;2019;TLMI1104;S1
19004297;0;NRA;1;2019;MIP;2019;TLMI1104;S1
19004300;2.9;NRA;1;2019;MIP;2019;TLMI1104;S1
19004313;8.6;AC ;2;2019;MIP;2019;TLMI1104;S1
19004362;6;NV ;2;2019;MIP;2019;TLMI1104;S1
19004365;6;NV ;2;2019;MIP;2019;TLMI1104;S1
19004390;4.8;NRA;1;2019;MIP;2019;TLMI1104;S1
19004416;0;NRA;1;2019;MIP;2019;TLMI1104;S1
19004428;6;NV ;2;2019;MIP;2019;TLMI1104;S1
19004473;8.2;AC ;2;2019;MIP;2019;TLMI1104;S1
19004479;11.4;V  ;1;2019;MIP;2019;TLMI1104;S1
19004483;9.1;AC ;2;2019;MIP;2019;TLMI1104;S1
19004488;9.1;NV ;2;2019;MIP;2019;TLMI1104;S1
19004494;3.6;NRA;1;2019;MIP;2019;TLMI1104;S1
19004507;0;NRA;1;2019;MIP;2019;TLMI1104;S1
19004511;7;AC ;2;2019;MIP;2019;TLMI1104;S1
19004512;7.5;NV ;2;2019;MIP;2019;TLMI1104;S1
19004513;3;NRA;1;2019;MIP;2019;TLMI1104;S1
19004514;2.4;NRA;1;2019;MIP;2019;TLMI1104;S1
19004527;11.5;V  ;1;2019;MIP;2019;TLMI1104;S1
19004528;13.2;V  ;1;2019;MIP;2019;TLMI1104;S1
19004532;10;V  ;1;2019;MIP;2019;TLMI1104;S1
19004533;13.9;V  ;1;2019;MIP;2019;TLMI1104;S1
19004534;8.7;NV ;2;2019;MIP;2019;TLMI1104;S1
19004543;7.3;NV ;2;2019;MIP;2019;TLMI1104;S1
19004544;15.2;V  ;1;2019;MIP;2019;TLMI1104;S1
19004545;11.8;V  ;1;2019;MIP;2019;TLMI1104;S1
19004546;1.8;NRA;1;2019;MIP;2019;TLMI1104;S1
19004547;5.6;NV ;2;2019;MIP;2019;TLMI1104;S1
19004730;0.6;NRA;1;2019;MIP;2019;TLMI1104;S1
19004741;11.8;V  ;1;2019;MIP;2019;TLMI1104;S1
19004748;0;NRA;1;2019;MIP;2019;TLMI1104;S1
19004752;9.4;AC ;2;2019;MIP;2019;TLMI1104;S1
19004758;7;AC ;2;2019;MIP;2019;TLMI1104;S1
19004765;9;NV ;2;2019;MIP;2019;TLMI1104;S1
19004803;4.4;NRA;1;2019;MIP;2019;TLMI1104;S1
19004838;10.2;V  ;1;2019;MIP;2019;TLMI1104;S1
19004850;0;NRA;1;2019;MIP;2019;TLMI1104;S1
19004851;9;AC ;2;2019;MIP;2019;TLMI1104;S1
19004877;10.3;V  ;1;2019;MIP;2019;TLMI1104;S1
19004900;6;NV ;2;2019;MIP;2019;TLMI1104;S1
19004908;4.5;NRA;1;2019;MIP;2019;TLMI1104;S1
19004926;8.1;AC ;2;2019;MIP;2019;TLMI1104;S1
19004935;7;NV ;2;2019;MIP;2019;TLMI1104;S1
19004946;5.2;NV ;2;2019;MIP;2019;TLMI1104;S1
19005018;3.3;NRA;1;2019;MIP;2019;TLMI1104;S1
19005025;11.1;V  ;1;2019;MIP;2019;TLMI1104;S1
19005032;0;NRA;1;2019;MIP;2019;TLMI1104;S1
19005039;2.2;NRA;1;2019;MIP;2019;TLMI1104;S1
19005052;10.6;V  ;1;2019;MIP;2019;TLMI1104;S1
19005059;10.2;V  ;1;2019;MIP;2019;TLMI1104;S1
19005062;10;V  ;2;2019;MIP;2019;TLMI1104;S1
19005102;10;V  ;1;2019;MIP;2019;TLMI1104;S1
19005152;3.5;NRA;1;2019;MIP;2019;TLMI1104;S1
19005287;13.2;V  ;1;2019;MIP;2019;TLMI1104;S1
19005317;3.8;NRA;1;2019;MIP;2019;TLMI1104;S1
19005372;7.3;NV ;2;2019;MIP;2019;TLMI1104;S1
19005509;7.1;NV ;2;2019;MIP;2019;TLMI1104;S1
19005514;7;NV ;2;2019;MIP;2019;TLMI1104;S1
19006058;2.4;NRA;1;2019;MIP;2019;TLMI1104;S1
19006207;7;NV ;2;2019;MIP;2019;TLMI1104;S1
19006776;8;NV ;2;2019;MIP;2019;TLMI1104;S1
19007176;2.9;NRA;1;2019;MIP;2019;TLMI1104;S1
19007409;8.5;AC ;2;2019;MIP;2019;TLMI1104;S1
19007568;2;NRA;1;2019;MIP;2019;TLMI1104;S1
19007988;4;NRA;1;2019;MIP;2019;TLMI1104;S1
19007990;2.3;NRA;1;2019;MIP;2019;TLMI1104;S1
19008174;10;V  ;2;2019;MIP;2019;TLMI1104;S1
19008330;11.2;V  ;1;2019;MIP;2019;TLMI1104;S1
19008483;2.3;NRA;1;2019;MIP;2019;TLMI1104;S1
19008752;7.3;AC ;2;2019;MIP;2019;TLMI1104;S1
19008870;10;V  ;1;2019;MIP;2019;TLMI1104;S1
19008962;5.6;NV ;2;2019;MIP;2019;TLMI1104;S1
19008964;10.2;V  ;1;2019;MIP;2019;TLMI1104;S1
19009100;5.8;NV ;2;2019;MIP;2019;TLMI1104;S1
19009105;5.8;NV ;2;2019;MIP;2019;TLMI1104;S1
19009153;12;V  ;1;2019;MIP;2019;TLMI1104;S1
19009155;14.7;V  ;1;2019;MIP;2019;TLMI1104;S1
19009160;11.5;V  ;1;2019;MIP;2019;TLMI1104;S1
19009167;2.9;NRA;1;2019;MIP;2019;TLMI1104;S1
19009169;10;V  ;2;2019;MIP;2019;TLMI1104;S1
19009183;2.3;NRA;1;2019;MIP;2019;TLMI1104;S1
19009211;0.9;NRA;1;2019;MIP;2019;TLMI1104;S1
19009291;4.3;NRA;1;2019;MIP;2019;TLMI1104;S1
19009335;3.8;NRA;1;2019;MIP;2019;TLMI1104;S1
19009378;1.8;NRA;1;2019;MIP;2019;TLMI1104;S1
19009385;2.9;NRA;1;2019;MIP;2019;TLMI1104;S1
19009386;7;NV ;2;2019;MIP;2019;TLMI1104;S1
19009395;13.3;V  ;1;2019;MIP;2019;TLMI1104;S1
19009399;12;V  ;1;2019;MIP;2019;TLMI1104;S1
19009400;10.9;V  ;1;2019;MIP;2019;TLMI1104;S1
19009452;7;AC ;2;2019;MIP;2019;TLMI1104;S1
19009570;3.7;NRA;1;2019;MIP;2019;TLMI1104;S1
19009584;4.4;NRA;1;2019;MIP;2019;TLMI1104;S1
19009592;0;NRA;1;2019;MIP;2019;TLMI1104;S1
19009598;3.5;NRA;1;2019;MIP;2019;TLMI1104;S1
19009629;1.7;NRA;1;2019;MIP;2019;TLMI1104;S1
19009633;8.3;NV ;2;2019;MIP;2019;TLMI1104;S1
19009647;6.8;NV ;2;2019;MIP;2019;TLMI1104;S1
19009734;6.7;NV ;2;2019;MIP;2019;TLMI1104;S1
19009735;9.1;NV ;2;2019;MIP;2019;TLMI1104;S1
19009737;1;NRA;1;2019;MIP;2019;TLMI1104;S1
19009738;6.7;NV ;2;2019;MIP;2019;TLMI1104;S1
19009741;6.1;NV ;2;2019;MIP;2019;TLMI1104;S1
19009789;10.7;V  ;1;2019;MIP;2019;TLMI1104;S1
19009852;10.3;V  ;1;2019;MIP;2019;TLMI1104;S1
19009911;13.4;V  ;1;2019;MIP;2019;TLMI1104;S1
19009930;10;V  ;2;2019;MIP;2019;TLMI1104;S1
19009964;11.9;V  ;1;2019;MIP;2019;TLMI1104;S1
19009972;3.8;NRA;1;2019;MIP;2019;TLMI1104;S1
19010172;1;NRA;1;2019;MIP;2019;TLMI1104;S1
19010238;14.1;V  ;1;2019;MIP;2019;TLMI1104;S1
19010282;9;NV ;2;2019;MIP;2019;TLMI1104;S1
19010283;3.5;NRA;1;2019;MIP;2019;TLMI1104;S1
19010289;4.3;NRA;1;2019;MIP;2019;TLMI1104;S1
19010294;4.7;NRA;1;2019;MIP;2019;TLMI1104;S1
19010296;7;NV ;2;2019;MIP;2019;TLMI1104;S1
19010297;5.7;NV ;2;2019;MIP;2019;TLMI1104;S1
19010509;2.5;NRA;1;2019;MIP;2019;TLMI1104;S1
19010543;7.2;NV ;2;2019;MIP;2019;TLMI1104;S1
19010606;6;NV ;2;2019;MIP;2019;TLMI1104;S1
19010607;13.9;V  ;1;2019;MIP;2019;TLMI1104;S1
19010676;8;AC ;2;2019;MIP;2019;TLMI1104;S1
19010781;2.5;NRA;1;2019;MIP;2019;TLMI1104;S1
19010784;8.5;AC ;2;2019;MIP;2019;TLMI1104;S1
19010791;5.2;NV ;2;2019;MIP;2019;TLMI1104;S1
19010798;3.9;NRA;1;2019;MIP;2019;TLMI1104;S1
19010801;2.2;NRA;1;2019;MIP;2019;TLMI1104;S1
19010802;1;NRA;1;2019;MIP;2019;TLMI1104;S1
19010803;1.9;NRA;1;2019;MIP;2019;TLMI1104;S1
19010805;1.7;NRA;1;2019;MIP;2019;TLMI1104;S1
19010806;2.8;NRA;1;2019;MIP;2019;TLMI1104;S1
19010807;3.2;NRA;1;2019;MIP;2019;TLMI1104;S1
19010812;1.4;NRA;1;2019;MIP;2019;TLMI1104;S1
19010809;8.5;AC ;2;2019;MIP;2019;TLMI1104;S1
19010810;2.8;NRA;1;2019;MIP;2019;TLMI1104;S1
19010811;7;NV ;2;2019;MIP;2019;TLMI1104;S1
19010813;5.2;NV ;2;2019;MIP;2019;TLMI1104;S1
19010815;13.8;V  ;1;2019;MIP;2019;TLMI1104;S1
19010817;5.4;NV ;2;2019;MIP;2019;TLMI1104;S1
19010823;4.8;NRA;1;2019;MIP;2019;TLMI1104;S1
19010824;3.5;NRA;1;2019;MIP;2019;TLMI1104;S1
19010825;10;V  ;2;2019;MIP;2019;TLMI1104;S1
19010830;5.7;NV ;2;2019;MIP;2019;TLMI1104;S1
19010832;8.5;AC ;2;2019;MIP;2019;TLMI1104;S1
19010833;1.3;NRA;1;2019;MIP;2019;TLMI1104;S1
19010834;3.9;NRA;1;2019;MIP;2019;TLMI1104;S1
19010835;5.6;NV ;2;2019;MIP;2019;TLMI1104;S1
19010836;8.2;NV ;2;2019;MIP;2019;TLMI1104;S1
19010837;6.4;NV ;2;2019;MIP;2019;TLMI1104;S1
19010838;4.2;NRA;1;2019;MIP;2019;TLMI1104;S1
19010909;10;V  ;2;2019;MIP;2019;TLMI1104;S1
19010916;3.1;NRA;1;2019;MIP;2019;TLMI1104;S1
19010920;2.3;NRA;1;2019;MIP;2019;TLMI1104;S1
19010936;5.5;NV ;2;2019;MIP;2019;TLMI1104;S1
19010940;5.5;NV ;2;2019;MIP;2019;TLMI1104;S1
19010944;1.1;NRA;1;2019;MIP;2019;TLMI1104;S1
19010945;5.3;NV ;2;2019;MIP;2019;TLMI1104;S1
19010946;11.3;V  ;1;2019;MIP;2019;TLMI1104;S1
19010947;3.5;NRA;1;2019;MIP;2019;TLMI1104;S1
19010948;10;V  ;2;2019;MIP;2019;TLMI1104;S1
19010949;5.8;NV ;2;2019;MIP;2019;TLMI1104;S1
19010956;13;V  ;1;2019;MIP;2019;TLMI1104;S1
19010963;13.6;V  ;1;2019;MIP;2019;TLMI1104;S1
19010969;12.2;V  ;1;2019;MIP;2019;TLMI1104;S1
19010970;12.4;V  ;1;2019;MIP;2019;TLMI1104;S1
19010971;7;NV ;2;2019;MIP;2019;TLMI1104;S1
19010973;8.5;NV ;2;2019;MIP;2019;TLMI1104;S1
19010974;5.3;NV ;2;2019;MIP;2019;TLMI1104;S1
19010975;10;V  ;1;2019;MIP;2019;TLMI1104;S1
19010977;10;V  ;2;2019;MIP;2019;TLMI1104;S1
19011089;3.2;NRA;1;2019;MIP;2019;TLMI1104;S1
19011106;7.7;NV ;2;2019;MIP;2019;TLMI1104;S1
19011163;7;AC ;2;2019;MIP;2019;TLMI1104;S1
19011194;13.2;V  ;1;2019;MIP;2019;TLMI1104;S1
19011220;10;V  ;2;2019;MIP;2019;TLMI1104;S1
19011234;14.3;V  ;1;2019;MIP;2019;TLMI1104;S1
19011236;3.2;NRA;1;2019;MIP;2019;TLMI1104;S1
19011279;3;NRA;1;2019;MIP;2019;TLMI1104;S1
19011480;10;V  ;2;2019;MIP;2019;TLMI1104;S1
19011788;4.2;NRA;1;2019;MIP;2019;TLMI1104;S1
19011807;3.6;NRA;1;2019;MIP;2019;TLMI1104;S1
19011809;5.7;NV ;2;2019;MIP;2019;TLMI1104;S1
19011810;2.6;NRA;1;2019;MIP;2019;TLMI1104;S1
19011926;10.7;V  ;1;2019;MIP;2019;TLMI1104;S1
19012036;4.1;NRA;1;2019;MIP;2019;TLMI1104;S1
19012140;0.3;NRA;1;2019;MIP;2019;TLMI1104;S1
19012278;0.8;NRA;1;2019;MIP;2019;TLMI1104;S1
19012279;0.3;NRA;1;2019;MIP;2019;TLMI1104;S1
19012486;11.4;V  ;1;2019;MIP;2019;TLMI1104;S1
