COD_ETU,Note : TLBC2104,Résultat : TLBC2104,Session : TLBC2104,Année : TLBC2104,Note : TLBC2204,Résultat : TLBC2204,Session : TLBC2204,Année : TLBC2204,Note : TLBC2304,Résultat : TLBC2304,Session : TLBC2304,Année : TLBC2304,Note : TLBC2404,Résultat : TLBC2404,Session : TLBC2404,Année : TLBC2404,Note : TLBC2504,Résultat : TLBC2504,Session : TLBC2504,Année : TLBC2504,Note : TLBC2604,Résultat : TLBC2604,Session : TLBC2604,Année : TLBC2604,Note : TLBC2004,Résultat : TLBC2004,Session : TLBC2004,Année : TLBC2004,Note : TLBC1104,Résultat : TLBC1104,Session : TLBC1104,Année : TLBC1104,Note : TLBC1204,Résultat : TLBC1204,Session : TLBC1204,Année : TLBC1204,Note : TLBC1304,Résultat : TLBC1304,Session : TLBC1304,Année : TLBC1304,Note : TLBC1404,Résultat : TLBC1404,Session : TLBC1404,Année : TLBC1404,Note : TLBC1504,Résultat : TLBC1504,Session : TLBC1504,Année : TLBC1504,Note : TLBC1604,Résultat : TLBC1604,Session : TLBC1604,Année : TLBC1604,Note : TLBC1004,Résultat : TLBC1004,Session : TLBC1004,Année : TLBC1004
15003208,10,V,2,2016,10,V,2,2018,14.1,V,1,2018,10,V,2,2016,10,V,2,2017,10,V,2,2017,10683,V,2,2018,10,V,2,2018,10,V,1,2016,10,V,1,2016,13525,V,1,2019,10,V,2,2016,10,V,2,2016,10588,V,1,2019
15005062,10,V,2,2015,11,V,1,2015,12.2,V,1,2017,13.2,V,1,2016,0,NV,2,2019,10,V,1,2015,9.4,NV,2,2019,10,V,2,2015,10,V,1,2016,10,V,2,2016,0,NRA,1,2019,10,V,2,2016,10,V,2,2015,8333,NV,2,2019
15005732,10,V,2,2015,11,V,1,2015,0,NV,2,2019,10,V,2,2015,0,NV,2,2019,10,V,2,2015,6833,NV,2,2019,10,V,2,2015,10,V,2,2015,8,AC,2,2015,10,V,2,2015,7,AC,2,2015,15.25,V,1,2015,10042,V,2,2015
15005745,17.5,V,1,2015,10,V,1,2015,15,V,1,2019,10.4,V,1,2015,20,V,1,2019,10,V,1,2015,13817,V,1,2019,10,V,2,2016,10,V,2,2015,10,V,2,2015,10,V,2,2018,10,V,2,2017,10,V,1,2015,10,V,2,2018
16000268,10,V,2,2016,11.6,V,1,2016,7.9,AC,2,2018,10,V,2,2017,10.1,V,1,2018,10.5,V,1,2016,10017,V,2,2018,10.55,V,1,2019,10,V,1,2016,10,V,2,2017,12575,V,1,2019,10.5,V,1,2016,10,V,2,2016,10604,V,1,2019
16000527,10,V,2,2016,14448,V,1,2018,14.05,V,1,2018,12.1,V,1,2018,20,V,1,2019,10,V,1,2016,13433,V,1,2019,10,V,2,2016,11.2,V,1,2016,10,V,2,2016,10.05,V,1,2019,12.8,V,1,2019,14.5,V,1,2016,11425,V,1,2019
16000815,10,V,2,2016,10,V,2,2018,9,AC,2,2019,10,V,2,2018,11,V,1,2019,10,V,2,2017,10,V,2,2019,4.2,NRA,1,2019,10,V,1,2016,10225,V,1,2017,10625,V,1,2019,10,V,2,2016,10,V,2,2016,9175,NV,2,2019
16000840,10,V,2,2016,13.1,V,1,2016,13.8,V,1,2017,0,NV,2,2019,0,NV,2,2019,12.5,V,1,2016,8233,NV,2,2019,14.46,V,1,2016,15.2,V,1,2016,10.2,V,1,2016,0,NRA,1,2019,0,NRA,1,2019,15,V,1,2016,9143,NV,2,2019
16000875,10.2,V,1,2017,10,V,2,2017,13,V,1,2019,10.3,V,1,2018,16,V,1,2019,11.5,V,1,2016,11833,V,1,2019,10,V,2,2017,7.5,AC,2,2019,11975,V,1,2016,8675,AC,2,2019,10,V,2,2016,12,V,1,2016,10025,V,2,2019
16001662,10,V,2,2016,13,V,1,2019,12.3,V,1,2017,10.2,V,1,2016,7,AC,2,2019,10,V,2,2016,10417,V,2,2019,10,V,2,2016,10.05,V,1,2016,10,V,2,2016,8138,AC,2,2017,13,V,1,2017,10,V,2,2016,10198,V,2,2017
16001664,10,V,2,2017,15,V,1,2019,11.5,V,1,2019,14,V,1,2019,10,V,2,2018,17,V,1,2019,12917,V,1,2019,10.08,V,1,2018,10,V,2,2016,11.5,V,1,2019,12.85,V,1,2019,10,V,2,2016,10,V,2,2016,10738,V,1,2019
16003911,10.4,V,1,2017,10,V,2,2017,10,V,2,2017,13.4,V,1,2018,12,V,1,2019,10,V,1,2016,10967,V,1,2019,10,V,1,2016,10,V,1,2017,10,V,2,2016,8725,AC,2,2017,11.5,V,1,2017,11,V,1,2016,10204,V,2,2017
16004444,10,V,2,2016,10.6,V,1,2016,10.05,V,1,2018,10,V,2,2016,20,V,1,2019,10.5,V,1,2016,11858,V,1,2019,10.8,V,1,2016,12.4,V,1,2016,11,V,1,2016,7,AC,2,2017,11.1,V,1,2016,10.5,V,1,2016,10467,V,2,2017
16004450,10.5,V,1,2016,13,V,1,2019,15.5,V,1,2019,10,V,2,2016,18,V,1,2019,14,V,1,2016,13.5,V,1,2019,10.06,V,1,2016,10,V,2,2017,11.45,V,1,2016,3138,NRA,1,2019,10,V,2,2017,15.5,V,1,2016,10025,NV,2,2019
16006059,10.4,V,1,2017,14,V,1,2018,10,V,2,2016,10,V,2,2016,7,AC,2,2019,10,V,2,2016,10233,V,2,2019,10.9,V,1,2016,13.8,V,1,2017,12825,V,1,2017,8325,AC,2,2017,10,V,2,2017,11.5,V,1,2016,11225,V,2,2017
16008684,11.5,V,1,2016,7.35,AC,2,2016,10675,V,1,2016,10,V,2,2016,10.9,V,1,2016,16,V,1,2016,11071,V,2,2016,10,V,1,2017,12.75,V,1,2019,10.85,V,1,2017,9.2,AC,2,2019,10,V,2,2018,13,V,1,2016,10967,V,2,2019
17000122,10.3,V,1,2017,16,V,1,2019,10,V,1,2019,10.3,V,1,2018,10,V,2,2019,12.5,V,1,2017,11517,V,2,2019,10,V,2,2019,10125,V,1,2019,10089,V,1,2018,10.6,V,1,2019,7.8,AC,2,2019,11.5,V,1,2017,10019,V,2,2019
17002175,11.6,V,1,2017,10,V,2,2017,10,V,2,2017,10,V,2,2018,18,V,1,2019,10,V,1,2017,11.6,V,1,2019,12.05,V,1,2017,10.2,V,1,2018,10.98,V,1,2017,9025,AC,2,2018,10,V,2,2017,10.5,V,1,2017,10459,V,2,2018
17002219,10,V,2,2017,10,V,2,2017,10,V,2,2017,10,V,2,2017,12,V,1,2019,11.5,V,1,2017,10583,V,1,2019,10,V,2,2017,11175,V,1,2017,12.11,V,1,2017,7,AC,2,2017,10,V,2,2017,10,V,1,2017,10048,V,2,2017
17002541,14.6,V,1,2017,15,V,1,2019,10.3,V,1,2017,10,V,2,2017,18,V,1,2019,13.75,V,1,2017,13608,V,1,2019,11.25,V,1,2017,10.7,V,1,2017,10.1,V,1,2017,8437,AC,2,2017,10.1,V,1,2017,13,V,1,2017,10598,V,2,2017
17002558,17.5,V,1,2019,10,V,2,2018,9,AC,2,2019,10,V,2,2019,18,V,1,2019,12,V,1,2018,12.75,V,2,2019,11.5,V,1,2019,10.4,V,1,2018,10.35,V,1,2018,10,V,2,2018,7.9,AC,2,2019,12.75,V,1,2018,10483,V,2,2019
17003102,10.4,V,1,2017,11032,V,1,2018,7.3,AC,2,2018,10,V,2,2017,13,V,1,2018,10,V,2,2017,10289,V,2,2018,3.4,NRA,1,2019,10,V,2,2018,10375,V,1,2017,10,V,2,2018,10,V,2,2017,10,V,2,2017,8963,NV,2,2019
17003303,14,V,1,2019,10,V,2,2018,11,V,1,2019,10,V,2,2018,10,V,2,2018,10,V,2,2018,10833,V,1,2019,10,V,2,2018,10.15,V,1,2018,10,V,2,2017,10,V,2,2018,10,V,2,2019,10625,V,1,2018,10129,V,2,2019
17004153,10.5,V,1,2017,10,V,2,2017,10,V,2,2017,10,V,2,2017,10,V,2,2017,12,V,1,2019,10417,V,1,2019,10,V,1,2019,12,V,1,2019,10.39,V,1,2017,10325,V,1,2018,10,V,2,2017,10,V,1,2019,10453,V,1,2019
17004303,10.8,V,1,2017,10,V,2,2017,0,NV,2,2019,10.3,V,1,2017,0,NV,2,2019,10.5,V,1,2017,6933,NV,2,2019,11.25,V,1,2017,10,V,2,2017,13.86,V,1,2017,7225,AC,2,2017,11.8,V,1,2017,11.5,V,1,2017,10939,V,2,2017
17004847,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,14.25,V,1,2017,16.3,V,1,2017,17,V,1,2017,13663,V,1,2017,16.8,V,1,2017,13,V,1,2017,15169,V,1,2017
17004850,10.6,V,1,2017,0,NV,2,2019,10,V,2,2018,0,NV,2,2019,0,NV,2,2019,16,V,1,2017,6.1,NV,2,2019,14.3,V,1,2017,11.2,V,1,2017,15725,V,1,2017,8975,AC,2,2017,12.25,V,1,2017,16,V,1,2017,13075,V,2,2017
17004988,10.4,V,1,2017,10,V,2,2017,10,V,2,2017,14,V,1,2019,20,V,1,2019,10,V,2,2017,12.4,V,1,2019,8.84,AC,2,2018,10.1,V,1,2018,10.61,V,1,2017,10,V,2,2018,10,V,2,2017,10.5,V,1,2017,10008,V,2,2018
17005130,11.8,V,1,2018,10,V,2,2017,10,V,1,2019,10,V,2,2017,8.5,AC,2,2019,10,V,2,2017,10.05,V,2,2019,10,V,2,2017,9,AC,2,2017,12.66,V,1,2017,7.6,AC,2,2017,10,V,2,2017,13,V,1,2017,10377,V,2,2017
17005196,10,V,2,2017,10,V,2,2017,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,10.5,V,1,2017,5083,NV,2,2019,2.7,NRA,1,2019,0,NRA,1,2019,11.41,V,1,2017,0,NRA,1,2019,0,NRA,1,2019,13,V,1,2017,4518,NV,2,2019
17005286,10.4,V,1,2017,10,V,2,2017,13.5,V,1,2019,10,V,2,2017,20,V,1,2019,10,V,2,2017,12317,V,1,2019,10,V,2,2017,10.05,V,1,2017,12325,V,1,2017,7.7,AC,2,2017,10,V,2,2017,10,V,1,2017,10013,V,2,2017
17005294,10.7,V,1,2017,10,V,2,2017,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,10,V,1,2017,5117,NV,2,2019,14.25,V,1,2017,10.55,V,1,2017,13.66,V,1,2017,7,AC,2,2017,10.6,V,1,2017,10.5,V,1,2017,11093,V,2,2017
17005334,11.4,V,1,2017,10,V,2,2018,8.45,AC,2,2018,12.5,V,1,2018,7,AC,2,2018,11.5,V,1,2017,10142,V,2,2018,7,AC,2,2019,12.05,V,1,2019,12.88,V,1,2017,10089,V,1,2017,10,V,2,2017,10.5,V,1,2017,10.42,V,2,2019
17005433,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,10,V,2,2017,1667,NV,2,2019,10.1,V,1,2017,0,NRA,1,2019,10,V,2,2017,0,NRA,1,2019,10,V,2,2017,10,V,1,2017,6683,NV,2,2019
17005485,10,V,2,2017,0,NV,2,2019,10.55,V,1,2017,10.1,V,1,2018,0,NV,2,2019,10,V,1,2017,6775,NV,2,2019,10,V,2,2017,0,NRA,1,2019,11.66,V,1,2017,0,NRA,1,2019,10,V,2,2017,10.5,V,1,2017,7027,NV,2,2019
17005491,10,V,2,2017,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,14.5,V,1,2017,4083,NV,2,2019,8.55,AC,2,2017,10,V,2,2017,13.25,V,1,2017,7,AC,2,2017,11.9,V,1,2017,15,V,1,2017,10.95,V,2,2017
17005496,12.4,V,1,2018,0,NV,2,2019,0,NV,2,2019,10,V,2,2018,0,NV,2,2019,10.25,V,1,2018,5442,NV,2,2019,12.7,V,1,2018,10.8,V,1,2018,13.45,V,1,2018,8.5,AC,2,2018,7,AC,2,2018,10,V,1,2018,10408,V,2,2018
17005503,13.2,V,1,2017,11.3,V,1,2017,13.3,V,1,2017,10,V,2,2017,14,V,1,2019,11.5,V,1,2017,12217,V,1,2019,10,V,2,2018,10,V,2,2019,10.71,V,1,2017,10,V,2,2019,10,V,2,2017,13,V,1,2017,10618,V,2,2019
17005516,10,V,2,2017,7,AC,2,2019,8.5,AC,2,2019,12.1,V,1,2018,14,V,1,2019,12,V,1,2017,10.6,V,2,2019,10.6,V,1,2017,12.3,V,1,2017,10.25,V,1,2017,7,AC,2,2017,8.8,AC,2,2017,12,V,1,2017,10158,V,2,2017
17005617,10,V,2,2017,10.8,V,1,2017,10,V,2,2018,10,V,2,2018,20,V,1,2019,10,V,2,2017,11.8,V,1,2019,10.4,V,1,2019,11.45,V,1,2019,10,V,2,2017,7,AC,2,2019,10,V,2,2017,12.5,V,1,2017,10225,V,2,2019
17005624,5,NV,2,2019,0,NV,2,2019,13.5,V,1,2019,14,V,1,2019,16,V,1,2019,10,V,2,2017,9.75,NV,2,2019,10,V,2,2017,5.15,NV,2,2019,9,NV,2,2019,3938,NRA,1,2019,10,V,1,2018,10,V,1,2017,8015,NV,2,2019
17005654,10,V,2,2017,10,V,2,2018,12,V,1,2019,12.1,V,1,2018,18,V,1,2019,10.5,V,1,2017,12.1,V,1,2019,10,V,2,2017,10.6,V,1,2017,10.95,V,1,2017,10,V,2,2018,10,V,2,2017,13,V,1,2017,10758,V,2,2018
17005665,10.3,V,1,2017,15,V,1,2019,10,V,2,2018,10,V,2,2017,18,V,1,2019,11.75,V,1,2017,12508,V,1,2019,10.1,V,1,2019,10,V,2,2018,10.2,V,1,2017,7805,AC,2,2019,10,V,2,2017,13,V,1,2017,10184,V,2,2019
17005671,10,V,2,2017,11,V,1,2019,12,V,1,2019,10,V,2,2017,10,V,2,2019,12.5,V,1,2017,10917,V,2,2019,10,V,2,2019,9,NV,2,2019,10,V,2,2017,10,V,2,2019,5,NV,2,2019,10,V,2,2017,9,NV,2,2019
17005683,10,V,1,2017,10,V,2,2017,10,V,2,2018,10,V,2,2017,20,V,1,2019,10.25,V,1,2017,11708,V,1,2019,10,V,2,2019,9.6,AC,2,2019,10.4,V,1,2017,10,V,2,2019,10,V,2,2019,10,V,2,2017,10,V,2,2019
17005710,11.2,V,1,2018,12208,V,1,2018,11.5,V,1,2019,12.1,V,1,2018,11.1,V,1,2018,0,NV,2,2019,9685,NV,2,2019,8.3,AC,2,2019,10,V,2,2019,10,V,2,2018,15.55,V,1,2019,10,V,2,2017,10,V,2,2019,10642,V,2,2019
17005716,12.8,V,1,2017,10,V,2,2018,13.4,V,1,2017,10,V,2,2019,10,V,1,2019,15,V,1,2017,11867,V,2,2019,12.2,V,1,2017,10,V,2,2017,14.5,V,1,2017,7.7,AC,2,2017,10,V,2,2017,12,V,1,2017,11067,V,2,2017
17005721,10.7,V,1,2017,11.1,V,1,2017,8.3,AC,2,2018,10,V,2,2017,10,V,2,2017,10,V,1,2017,10017,V,2,2018,10,V,2,2017,10,V,1,2017,10,V,2,2017,14.35,V,1,2019,10,V,2,2017,10,V,2,2018,10725,V,1,2019
17005722,10.4,V,1,2017,10,V,2,2017,10,V,1,2019,10,V,2,2019,2,NV,2,2019,10,V,2,2017,8733,NV,2,2019,10,V,2,2017,10,V,2,2017,12.23,V,1,2017,7,AC,2,2017,10,V,2,2017,11.5,V,1,2017,10122,V,2,2017
17005766,11.6,V,1,2017,7.5,AC,2,2017,10,V,2,2017,10,V,2,2017,7,AC,2,2017,14,V,1,2017,10017,V,2,2017,10,V,2,2017,2.2,NRA,1,2019,11.9,V,1,2017,7,NV,2,2019,10,V,2,2017,14,V,1,2017,9183,NV,2,2019
17005817,11.9,V,1,2017,15,V,1,2019,10,V,1,2018,11.2,V,1,2018,8,AC,2,2019,12.25,V,1,2018,11392,V,2,2019,10.5,V,1,2017,9.1,AC,2,2019,10,V,2,2017,10875,V,1,2019,7.6,AC,2,2019,12,V,1,2017,10013,V,2,2019
17005835,10,V,2,2017,10.08,V,1,2018,10.25,V,1,2017,12.2,V,1,2017,20,V,1,2019,11.5,V,1,2017,12338,V,1,2019,10,V,2,2017,10,V,1,2018,10.9,V,1,2018,9.85,AC,2,2018,10,V,2,2018,12,V,1,2017,10458,V,2,2018
17005841,10.3,V,1,2017,10.7,V,1,2017,10,V,2,2019,10,V,2,2017,11,V,1,2019,10,V,2,2017,10333,V,2,2019,10.4,V,1,2019,10225,V,1,2018,10,V,2,2017,10675,V,1,2019,10,V,2,2017,11.5,V,1,2018,10467,V,1,2019
17005842,10.4,V,1,2018,10,V,2,2017,10.5,V,1,2019,12.2,V,1,2018,8,AC,2,2019,12.5,V,1,2017,10.6,V,2,2019,12.4,V,1,2019,10.2,V,1,2019,13.45,V,1,2019,9.25,AC,2,2019,8.2,AC,2,2019,11,V,1,2017,10.75,V,2,2019
17005864,10.4,V,1,2017,10,V,1,2017,10,V,2,2018,14,V,1,2019,20,V,1,2019,10.75,V,1,2018,12525,V,1,2019,10,V,2,2017,8.15,AC,2,2019,10,V,2,2018,11638,V,1,2019,13.6,V,1,2019,12,V,1,2019,10898,V,2,2019
17005882,10,V,2,2017,14,V,1,2019,10,V,1,2019,11,V,1,2018,8,NV,2,2019,0,NV,2,2019,8833,NV,2,2019,3.6,NRA,1,2019,3675,NRA,1,2019,10,V,2,2018,8125,NV,2,2019,10,V,2,2018,2,NRA,1,2019,6233,NV,2,2019
17005897,10.6,V,1,2017,10,V,2,2018,10,V,2,2019,10,V,1,2019,12,V,1,2019,12.25,V,1,2018,10808,V,2,2019,10,V,2,2018,10,V,2,2018,10.5,V,1,2017,6875,NV,2,2019,5,NV,2,2019,10,V,1,2017,8729,NV,2,2019
17005921,10.4,V,1,2017,11.7,V,1,2017,11,V,1,2019,16,V,1,2019,20,V,1,2019,10,V,2,2017,13183,V,1,2019,9.7,AC,2,2019,10,V,2,2018,10.36,V,1,2017,10,V,2,2019,10,V,2,2019,10,V,1,2017,10.01,V,2,2019
17005948,10.9,V,1,2018,10,V,2,2018,10,V,2,2018,10,V,2,2019,18,V,1,2019,10,V,2,2017,11483,V,2,2019,10,V,2,2018,10,V,2,2018,10,V,2,2017,.975,NRA,1,2019,10,V,2,2017,10,V,2,2017,8496,NV,2,2019
17006031,10,V,1,2019,16.5,V,1,2019,13.5,V,1,2019,16,V,1,2019,18,V,1,2019,14,V,1,2019,14667,V,1,2019,11.55,V,1,2018,0,NRA,1,2019,10.96,V,1,2017,7675,NV,2,2019,10,V,1,2018,6,NV,2,2019,7698,NV,2,2019
17006036,10,V,2,2019,10,V,1,2019,10,V,2,2019,10,V,1,2019,12,V,1,2019,10,V,2,2019,10333,V,2,2019,7,NV,2,2019,10,V,2,2019,7.05,NV,2,2019,12475,V,1,2019,10,V,2,2018,10,V,2,2017,9421,NV,2,2019
17006071,10.6,V,1,2017,10,V,2,2018,10,V,2,2017,16,V,1,2019,20,V,1,2019,11.5,V,1,2017,13017,V,1,2019,10.3,V,1,2017,11.8,V,1,2017,11.55,V,1,2017,8.05,AC,2,2017,10,V,2,2017,12,V,1,2017,10617,V,2,2017
17006084,10.4,V,1,2017,10,V,2,2017,10,V,2,2017,0,NV,2,2019,10.3,V,1,2018,0,NV,2,2019,6783,NV,2,2019,0,NRA,1,2019,0,NRA,1,2019,11.19,V,1,2017,0,NRA,1,2019,0,NRA,1,2019,0,NRA,1,2019,1865,NV,2,2019
17006087,10.5,V,1,2017,12.8,V,1,2017,10,V,2,2017,10,V,2,2017,7,AC,2,2018,10,V,2,2017,10.05,V,2,2018,10,V,2,2019,10125,V,1,2018,10.51,V,1,2017,9087,AC,2,2019,10,V,2,2017,11.5,V,1,2017,10204,V,2,2019
17006104,11.1,V,1,2018,0,NV,2,2019,0,NV,2,2019,10.25,V,1,2018,0,NV,2,2019,12.25,V,1,2018,5.6,NV,2,2019,10,V,2,2018,0,NRA,1,2019,10.8,V,1,2017,0,NRA,1,2019,0,NRA,1,2019,12.5,V,1,2017,5.55,NV,2,2019
17006111,10.6,V,1,2017,12096,V,1,2018,8,AC,2,2018,10,V,2,2018,8.5,AC,2,2018,11.25,V,1,2017,10074,V,2,2018,12.3,V,1,2019,10.5,V,1,2017,10,V,2,2017,12325,V,1,2019,10,V,2,2017,12.5,V,1,2017,11271,V,1,2019
17006121,10.2,V,1,2017,7,AC,2,2019,10,V,2,2018,10,V,2,2018,13,V,1,2019,10,V,1,2018,10033,V,2,2019,11.2,V,1,2018,10.85,V,1,2018,10,V,2,2017,10,V,2,2018,11.3,V,1,2017,7.25,AC,2,2018,10.1,V,2,2018
17006303,10.8,V,1,2017,10,V,2,2018,10.1,V,1,2018,10,V,2,2018,18,V,1,2019,13.25,V,1,2017,12025,V,1,2019,10,V,2,2017,10,V,2,2018,14125,V,1,2017,10,V,2,2018,7,AC,2,2019,12.5,V,1,2017,10604,V,2,2019
17006320,10,V,2,2018,10,V,2,2018,10.65,V,1,2017,10,V,1,2019,13,V,1,2019,10.75,V,1,2017,10733,V,1,2019,10,V,2,2017,10,V,2,2018,10.75,V,1,2017,10,V,2,2018,10,V,2,2017,10,V,2,2017,10125,V,2,2018
17006983,10,V,2,2017,10,V,2,2017,14.5,V,1,2019,10,V,2,2017,14,V,1,2019,11.5,V,1,2017,11667,V,1,2019,10,V,2,2018,11.65,V,1,2018,12.45,V,1,2017,11963,V,1,2019,7,AC,2,2019,10,V,1,2017,10511,V,2,2019
17007122,11.1,V,1,2018,10,V,2,2018,12.5,V,1,2019,12.1,V,1,2018,12,V,1,2019,10,V,1,2018,11283,V,1,2019,10,V,1,2019,10,V,1,2019,10225,V,1,2019,9.8,AC,2,2019,10,V,2,2019,10,V,2,2017,10004,V,2,2019
17007672,10.4,V,1,2017,10,V,2,2018,10,V,2,2018,11.5,V,1,2018,10,V,2,2018,10.5,V,1,2017,10.4,V,2,2018,10,V,2,2019,10,V,2,2019,10.66,V,1,2017,10,V,2,2017,11.6,V,1,2017,11,V,1,2017,10543,V,2,2019
17008735,8.5,NV,2,2019,5,NV,2,2019,10,V,2,2018,10,V,1,2019,0,NV,2,2019,10,V,1,2018,7.25,NV,2,2019,10,V,2,2018,10,V,2,2018,12.5,V,1,2018,0,NRA,1,2019,10,V,2,2018,10,V,1,2018,8.75,NV,2,2019
17009909,10,V,2,2018,10,V,2,2018,13,V,1,2019,10.15,V,1,2018,7,AC,2,2019,10.25,V,1,2018,10067,V,2,2019,8,NV,2,2019,4.5,NRA,1,2019,11048,V,1,2018,9538,NV,2,2019,5,NV,2,2019,13,V,1,2018,8514,NV,2,2019
17011785,10,V,2,2017,0,NV,2,2019,10.05,V,1,2018,0,NV,2,2019,0,NV,2,2019,11.5,V,1,2017,5258,NV,2,2019,10,V,2,2018,0,NRA,1,2019,12224,V,1,2018,0,NRA,1,2019,0,NRA,1,2019,13.5,V,1,2017,5954,NV,2,2019
18001839,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,11.55,V,1,2018,15.45,V,1,2018,10.05,V,1,2018,10,V,2,2018,0,NRA,1,2019,10.75,V,1,2018,9633,NV,2,2019
18002080,12.3,V,1,2018,10416,V,1,2018,10.3,V,1,2018,10,V,1,2018,17,V,1,2018,13,V,1,2018,12169,V,1,2018,11.95,V,1,2018,10,V,2,2018,13425,V,1,2019,15738,V,1,2019,10,V,2,2019,10875,V,1,2018,11998,V,2,2019
18002331,11,V,1,2018,10,V,2,2018,11.5,V,1,2019,16,V,1,2019,20,V,1,2019,13,V,1,2018,13583,V,1,2019,16.2,V,1,2019,10,V,2,2018,10,V,2,2018,10.2,V,1,2019,10,V,2,2018,15,V,1,2019,11.9,V,1,2019
