"COD_ETU","Note : TLMI4104","Résultat : TLMI4104","Session : TLMI4104","Année : TLMI4104","Note : TLMI4204","Résultat : TLMI4204","Session : TLMI4204","Année : TLMI4204","Note : TLMI4304","Résultat : TLMI4304","Session : TLMI4304","Année : TLMI4304","Note : TLMI4404","Résultat : TLMI4404","Session : TLMI4404","Année : TLMI4404","Note : TLMI4504","Résultat : TLMI4504","Session : TLMI4504","Année : TLMI4504","Note : TLMI4604","Résultat : TLMI4604","Session : TLMI4604","Année : TLMI4604","Note : TLMI4004","Résultat : TLMI4004","Session : TLMI4004","Année : TLMI4004","Note : TLMI3104","Résultat : TLMI3104","Session : TLMI3104","Année : TLMI3104","Note : TLMI3204","Résultat : TLMI3204","Session : TLMI3204","Année : TLMI3204","Note : TLMI3304","Résultat : TLMI3304","Session : TLMI3304","Année : TLMI3304","Note : TLMI3404","Résultat : TLMI3404","Session : TLMI3404","Année : TLMI3404","Note : TLMI3504","Résultat : TLMI3504","Session : TLMI3504","Année : TLMI3504","Note : TLMI3604","Résultat : TLMI3604","Session : TLMI3604","Année : TLMI3604","Note : TLMI3004","Résultat : TLMI3004","Session : TLMI3004","Année : TLMI3004"
"16001358","10","V","2","2019","10","V","2","2019","11","V","1","2019","4","NV","2","2020","14","V","1","2019","6","NV","2","2020","9,167","NV","2","2020","10.9","V","1","2019","10","V","1","2018","8","AC","2","2020","10","V","2","2018","11,176","V","1","2019","10","V","2","2018","10,013","V","2","2020"
"16001418","14.25","V","1","2019","10","V","2","2019","7","AC","2","2019","10.5","V","1","2018","13","V","1","2019","11","V","1","2019","10,958","V","2","2019","10","V","2","2019","0","NRA","1","2020","0","NRA","1","2020","19.5","V","1","2017","10","V","2","2019","11","V","1","2019","8,417","NV","2","2020"
"16001529","10","V","2","2019","12.55","V","1","2019","10","V","2","2019","10","V","1","2019","0","NRA","1","2020","10","V","2","2017","8,758","NV","2","2020","0","NRA","1","2020","6","NV","2","2020","2.5","NV","2","2020","10","V","2","2017","10.6","V","1","2018","11.75","V","1","2017","6,808","NV","2","2020"
"16001661","10.75","V","1","2017","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","1,792","NV","2","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","10","V","2","2017","10.55","V","1","2017","10","V","2","2018","5,092","NV","2","2020"
"16001999","10","V","2","2019","10","V","1","2019","2","NV","2","2020","10","V","2","2019","12.5","V","1","2019","10.45","V","1","2017","9,158","NV","2","2020",".5","NV","2","2020","9","NV","2","2020","2","NV","2","2020","10","V","2","2018","10","V","2","2019","14.5","V","1","2017","7,667","NV","2","2020"
"16002056","0","NRA","1","2020","12.6","V","1","2018","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","13.6","V","1","2017","4,367","NV","2","2020","0","NRA","1","2020","11.8","V","1","2019","0","NRA","1","2020","10","V","1","2017","10","V","2","2019","15,125","V","1","2017","7,821","NV","2","2020"
"16004163","11.45","V","1","2018","13.95","V","1","2019","3","NV","2","2020","12","V","1","2019","13","V","1","2019","13.35","V","1","2017","11,125","NV","2","2020","7","AC","2","2020","8","AC","2","2020","14","V","1","2020","15.75","V","1","2017","10,075","V","1","2018","10","V","2","2018","10,804","V","2","2020"
"16005397","10","V","2","2018","10","V","2","2019","11.5","V","1","2019","10","V","2","2019","13","V","1","2019","13","V","1","2019","11.25","V","2","2019","3.75","NV","2","2020","10.8","V","1","2019","1","NV","2","2020","13","V","1","2020","10,662","V","1","2019","11,875","V","1","2018","8,515","NV","2","2020"
"16005554","11.25","V","1","2019","2","NV","2","2020","1","NV","2","2020","2","NV","2","2020","3.5","NV","2","2020","10","V","2","2017","4,958","NV","2","2020","","","","","","","","","1","NV","2","2020","10","V","2","2020","9","NV","2","2020","16.25","V","1","2017","","","1","2020"
"17000924","13.5","V","1","2019","12.05","V","1","2019","7","AC","2","2020","10","V","1","2019","14","V","1","2019","10","V","2","2018","11,092","V","2","2020","10","V","2","2020","11","V","1","2020","7","AC","2","2020","10","V","1","2020","10.8","V","1","2019","13.75","V","1","2018","10,425","V","2","2020"
"17002059","7","AC","2","2020","10","V","2","2019","7","AC","2","2020","14","V","1","2020","18","V","1","2020","13","V","1","2020","11.5","V","2","2020","8","NV","2","2020","10","V","2","2020",".5","NV","2","2020","12.95","V","1","2018","10","V","2","2019","10","V","2","2018","8,575","NV","2","2020"
"17002457","10.25","V","1","2019","10,388","V","1","2019","10","V","1","2019","10","V","1","2019","17.5","V","1","2019","10","V","2","2018","11,356","V","1","2019","14","V","1","2020","7","AC","2","2020","7","AC","2","2020","11","V","1","2020","10","V","2","2019","10","V","1","2018","9,833","AC","2","2020"
"17004263","11.35","V","1","2018","10","V","2","2019","3.5","NV","2","2020","7","NV","2","2020","13.5","V","1","2020","11","V","1","2019","9,392","NV","2","2020","10","V","2","2018","7","AC","2","2020","12.3","V","1","2019","10","V","1","2020","14.1","V","1","2019","12.5","V","1","2019","10,983","V","2","2020"
"17004774","11.5","V","1","2019","10","VAR","2","2020","10","VAR","2","2020","13","V","1","2019","7.5","AC","2","2020","10","V","2","2019","10,333","V","2","2020","3.5","NV","2","2020","10","V","2","2020","10.5","V","1","2020","0","NRA","1","2020","10","V","2","2019","10","V","2","2018","7,333","NV","2","2020"
"17005751","13.5","V","1","2019","11.45","V","1","2019","10","VAR","2","2020","10","V","1","2019","15.5","V","1","2019","10","V","2","2018","11,742","V","2","2020","10","V","2","2020","7","AC","2","2020","7","AC","2","2020","12.35","V","1","2018","12,788","V","1","2019","11,875","V","1","2018","10,169","V","2","2020"
"17005966","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NV","2","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NV","2","2020"
"17006009","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","10","V","1","2019","10","V","1","2019","3,333","NV","2","2020","","","","","2","NV","2","2020","0","NRA","1","2020","15.5","V","1","2019","0","NRA","1","2020","10","V","2","2018","","","1","2020"
"17006032","10.65","V","1","2018","10","V","2","2019","0","NRA","1","2020","0","NRA","1","2020","13","V","1","2019","11","V","1","2019","7,442","NV","2","2020","10.05","V","1","2019","10.8","V","1","2019","11","V","1","2019","14.5","V","1","2019","13,886","V","1","2019","11.25","V","1","2019","11,914","V","1","2019"
"17006196","1","NV","2","2020","0","NRA","1","2020","","","","","2","NV","2","2020","","","","","","","","","","","1","2020","","","","","","","","","","","","","10","V","2","2018","11","V","1","2020","0","NRA","1","2020","","","1","2020"
"17006200","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","10","V","2","2018","1,667","NV","2","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","10.8","V","1","2018","10","V","2","2019","10","V","2","2018","5,133","NV","2","2020"
"17006271","12.5","V","1","2019","12","V","1","2019","7","AC","2","2020","11","V","1","2019","10","VAR","2","2020","11.8","V","1","2018","10,717","V","2","2020","8.75","NV","2","2020","10","V","2","2020","3","NV","2","2020","12.5","V","1","2019","13.45","V","1","2019","13.25","V","1","2018","10,158","NV","2","2020"
"17006307","10","V","2","2018","13,225","V","1","2019","13","V","1","2019","13","V","1","2019","10.7","V","1","2018","14","V","1","2018","12,321","V","1","2019","10","V","2","2019","11","V","1","2020","13.5","V","1","2020","10","V","2","2018","12,675","V","1","2018","15.75","V","1","2018","12,154","V","1","2020"
"17006316","10","VAR","2","2020","13","V","1","2020","10","V","1","2020","10","V","2","2019","12.5","V","1","2020","17.8","V","1","2019","12,217","V","2","2020","14.5","V","1","2020","12","V","1","2020","11","V","1","2020","17","V","1","2020","10.15","V","1","2019","10","V","1","2018","12,442","V","1","2020"
"17006327","10","V","2","2019","12.6","V","1","2020","3","NV","2","2020","10","V","1","2020","10","V","1","2019","10","V","2","2018","9,267","NV","2","2020","8.75","AC","2","2020","14","V","1","2020","7","AC","2","2020","10","V","2","2018","12","V","1","2020","10","V","2","2018","10,292","V","2","2020"
"17006339","13.5","V","1","2019","12,763","V","1","2019","17","V","1","2019","10","V","2","2019","17","V","1","2019","15","V","1","2019","14,211","V","2","2019","11.25","V","1","2020","10","V","2","2019","10","V","2","2020","10","V","1","2020","11,362","V","1","2019","10.5","V","1","2018","10,519","V","2","2020"
"17006345","13.5","V","1","2019","12.5","V","1","2020","10.5","V","1","2020","13.5","V","1","2020","12","V","1","2020","10","VAR","2","2020","12","V","2","2020","7","AC","2","2020","10","V","2","2020","8","AC","2","2020","10","V","1","2020","12","V","1","2020","11","V","1","2020","9,667","AC","2","2020"
"17006351","10.5","V","1","2019","10","V","1","2019","2","NV","2","2020","10","VAR","2","2020","6","NV","2","2020","11","V","1","2019","8.25","NV","2","2020","7","NV","2","2020","10","V","1","2020","7","NV","2","2020","10","V","1","2020","10","V","1","2020","10.75","V","1","2018","9,125","NV","2","2020"
"17006390","10.25","V","1","2019","11,425","V","1","2019","11","V","1","2019","10","V","2","2018","17","V","1","2019","11.3","V","1","2018","11,829","V","1","2019","10","V","1","2020","10","V","2","2020","14.5","V","1","2020","16","V","1","2020","10","V","2","2018","10,875","V","1","2018","11,896","V","2","2020"
"17006394","12","V","1","2019","11,538","V","1","2019","10","V","1","2020","7","AC","2","2020","13","V","1","2019","10","V","2","2019","10.59","V","2","2020","7","NV","2","2020","10","V","2","2020","5.5","NV","2","2020","10","V","1","2020","10","V","2","2018","11.25","V","1","2018","8,958","NV","2","2020"
"17006399","6","NV","2","2020","10","VAR","2","2020","4.5","NV","2","2020","10","VAR","2","2020","11","V","1","2019","13","V","1","2019","9,083","NV","2","2020","3.5","NV","2","2020","10","V","1","2020","12.5","V","1","2020","11","V","1","2020","10","V","2","2019","10,125","V","1","2018","9,521","NV","2","2020"
"17006401","1","NV","2","2020","11","V","1","2019","1.5","NV","2","2020","10","V","1","2020","3","NV","2","2020","10","V","2","2019","6,083","NV","2","2020","4","NV","2","2020","10","V","2","2020","3","NV","2","2020","6","NV","2","2020","10","V","2","2019","11.5","V","1","2018","7,417","NV","2","2020"
"17006419","3","NV","2","2020","10.85","V","1","2019","3","NV","2","2020","10","V","1","2019","14","V","1","2019","14","V","1","2019","9,142","NV","2","2020","","","","","","","","","10","V","2","2020","20","V","1","2020","10","V","2","2020","13,625","V","1","2018","","","1","2020"
"17006427","7","AC","2","2020","10","V","1","2019","11","V","1","2020","13","V","1","2020","11.5","V","1","2019","11","V","1","2019","10,583","V","2","2020","2","NV","2","2020","10","V","2","2020","10","V","2","2020","12.75","V","1","2019","10","V","2","2019","10.5","V","1","2018","9,208","NV","2","2020"
"17006442","10.5","V","1","2019","11,488","V","1","2019","13","V","1","2019","7","AC","2","2019","10","V","1","2019","12.2","V","1","2018","10,698","V","2","2019","10","V","2","2019","13","V","1","2020","11","V","1","2020","10","V","2","2019","10","V","2","2019","10","V","2","2018","10,667","V","1","2020"
"17006503","10","V","1","2019","13.25","V","1","2019","13","V","1","2019","15","V","1","2019","14","V","1","2019","11.75","V","1","2018","12,833","V","1","2019","8","AC","2","2020","10","V","1","2020","10","V","1","2020","10","V","1","2019","11.45","V","1","2019","12.25","V","1","2019","10,283","V","2","2020"
"17006514","11.25","V","1","2019","10","V","2","2019","1.5","NV","2","2020","0","NRA","1","2020","10.5","V","1","2020","6.5","NV","2","2020","6,625","NV","2","2020","5","NV","2","2020","11","V","1","2020","4","NV","2","2020","13","V","1","2020","10","V","2","2019","10.25","V","1","2018","8,875","NV","2","2020"
"17006632","1","NV","2","2020","10","VAR","2","2020","7","NV","2","2020","8","NV","2","2020","8.5","NV","2","2020","","","","","","","1","2020","","","","","","","","","2.5","NV","2","2020","","","","","","","","","","","","","","","1","2020"
"17006758","0","NRA","1","2020","0","NRA","1","2020","","","","","","","","","0","NRA","1","2020","","","","","","","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","","","","","","","1","2020"
"17010720","10","V","2","2019","11,588","V","1","2019","10","VAR","2","2020","10","VAR","2","2020","10","VAR","2","2020","11","V","1","2019","10,431","V","2","2020","10","V","2","2020","8","NV","2","2020","3.5","NV","2","2020","10","V","2","2018","10,976","V","1","2019","10","V","2","2018","8,746","NV","2","2020"
"18002014","10","VAR","2","2020","12","V","1","2020","7","AC","2","2020","10","V","1","2020","11","V","1","2020","18","V","1","2019","11,333","V","2","2020","10","V","2","2020","10","V","2","2020","12","V","1","2020","12","V","1","2020","15","V","1","2020","17.75","V","1","2019","12,792","V","2","2020"
"18003211","10","VAR","2","2020","10","VAR","2","2020","10","V","1","2020","11","V","1","2020","13.5","V","1","2020","13","V","1","2019","11.25","V","2","2020","7","AC","2","2020","8","AC","2","2020","7","AC","2","2020","13.5","V","1","2019","13","V","1","2020","13","V","1","2019","10.25","V","2","2020"
"18003719","13.5","V","1","2019","12,625","V","1","2019","11.5","V","1","2020","10","V","1","2019","13","V","1","2019","17","V","1","2019","12,938","V","1","2020","9.55","AC","2","2019","11.2","V","1","2019","11.3","V","1","2019","11","V","1","2019","12,126","V","1","2019","15.25","V","1","2019","11,738","V","2","2019"
"18003890","3","NV","2","2020","8.2","NV","2","2020","3","NV","2","2020","6","NV","2","2020","5","NV","2","2020","13","V","1","2019","6,367","NV","2","2020","","","","","","","","","5.5","NV","2","2020","17","V","1","2020","10","V","2","2020","10","V","2","2020","","","1","2020"
"18003909","10","V","2","2019","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","10","V","2","2019","3,333","NV","2","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","13.75","V","1","2019","2,292","NV","2","2020"
"18003921","0","NRA","1","2020","10","VAR","2","2020","5.5","NV","2","2020","10","V","1","2020","13.5","V","1","2020","13","V","1","2019","8,667","NV","2","2020","7","AC","2","2020","10","V","1","2020","10","V","2","2020","10","V","1","2020","12,976","V","1","2019","14.25","V","1","2019","10,704","V","2","2020"
"18003956","4","NV","2","2020","10.9","V","1","2020","10","VAR","2","2020","10","VAR","2","2020","10","VAR","2","2020","12","V","1","2019","9,483","NV","2","2020","5","NV","2","2020","11","V","1","2020","10","V","1","2020","10","V","1","2020","10,426","V","1","2019","16.25","V","1","2019","10,446","NV","2","2020"
"18004287","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NV","2","2020"
"18004291","2","NV","2","2020","10.1","V","1","2020","10","VAR","2","2020","16.5","V","1","2020","12","V","1","2020","14","V","1","2019","10,767","NV","2","2020","8","AC","2","2020","9","AC","2","2020","7","AC","2","2020","17","V","1","2020","15","V","1","2020","12.5","V","1","2019","11,417","V","2","2020"
"18004337","","","","","","","","","","","","","","","","","","","","","0","NRA","1","2020","","","1","2020","0","NRA","1","2020","","","","","0","NRA","1","2020","0","NRA","1","2020","","","","","0","NRA","1","2020","","","1","2020"
"18004367","1","NV","2","2020","0","NRA","1","2020","1","NV","2","2020","2","NV","2","2020","0","NRA","1","2020","4.5","NV","2","2020","1,417","NV","2","2020",".5","NV","2","2020","3","NV","2","2020","2","NV","2","2020","10","V","2","2020","10","V","2","2020","14","V","1","2020","6,583","NV","2","2020"
"18004424","","","","","","","","","","","","","","","","","","","","","0","NRA","1","2020","","","1","2020","","","","","","","","","","","","","","","","","","","","","0","NRA","1","2020","","","1","2020"
"18004480","5","NV","2","2020","10","V","2","2019","10","VAR","2","2020","10","VAR","2","2020","10","V","1","2020","10","V","2","2019","9,167","NV","2","2020","1.5","NV","2","2020","","","","","2.5","NV","2","2020","7","NV","2","2020","10","V","2","2020","10.5","V","1","2019","","","1","2020"
"18004557","4","NV","2","2020","6.2","NV","2","2020","2","NV","2","2020","5","NV","2","2020","6","NV","2","2020","17","V","1","2019","6.7","NV","2","2020","","","","","","","","","","","","","","","","","","","","","10","V","1","2020","","","1","2020"
"18004807","11.25","V","1","2019","11.05","V","1","2019","11.5","V","1","2020","12","V","1","2020","10","VAR","2","2020","10","V","2","2019","10,967","V","2","2020","7","AC","2","2020","10.8","V","1","2019","13","V","1","2020","19","V","1","2019","11,354","V","1","2019","14.75","V","1","2019","12,651","V","2","2020"
"18004840","","","","","0","NRA","1","2020","","","","","","","","","0","NRA","1","2020","0","NRA","1","2020","","","1","2020","","","","","0","NRA","1","2020","","","","","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","","","1","2020"
"18004860","8","AC","2","2020","10.4","V","1","2019","10","VAR","2","2020","10","V","1","2020","13","V","1","2019","10","V","2","2019","10,233","V","2","2020","7","AC","2","2020","15","V","1","2020","10","V","2","2020","17","V","1","2020","10.1","V","1","2019","16","V","1","2019","12,517","V","2","2020"
"18004912","10","V","2","2019","11,938","V","1","2019","11","V","1","2019","11","V","1","2019","10.5","V","1","2019","13","V","1","2019","11.24","V","2","2019","10","V","2","2019","12","V","1","2020","14","V","1","2020","19","V","1","2020","11,726","V","1","2019","16.5","V","1","2019","13,871","V","1","2020"
"18004917","3","NV","2","2020","10,838","V","1","2019","3","NV","2","2020","5","NV","2","2020","10","V","1","2019","10","V","2","2019","6,973","NV","2","2020","0","NRA","1","2020","8","NV","2","2020","4","NV","2","2020","10","V","1","2020","8","NV","2","2020","13.5","V","1","2019","7.25","NV","2","2020"
"18004952","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","10","V","2","2019","1,667","NV","2","2020","","","","","","","","","","","","","","","","","0","NRA","1","2020","11","V","1","2019","","","1","2020"
"18005004","0","NRA","1","2020","7.3","NV","2","2020","10","VAR","2","2020","10","V","1","2020","7","NV","2","2020","6.5","NV","2","2020","6.8","NV","2","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","14","V","1","2020","11,338","V","1","2019","15.25","V","1","2019","6,765","NV","2","2020"
"18005047","13.5","V","1","2019","10.7","V","1","2019","7","AC","2","2020","10","V","1","2019","9","AC","2","2020","10","V","2","2019","10,033","V","2","2020","1.5","NV","2","2020","12","V","1","2020","11.5","V","1","2020","7","NV","2","2020","10","V","2","2019","15.25","V","1","2019","9,542","NV","2","2020"
"18005070","4","NV","2","2020","7","NV","2","2020","3","NV","2","2020","2","NV","2","2020","2.5","NV","2","2020","10","V","2","2019","4.75","NV","2","2020","","","","","","","","","5","NV","2","2020","10","V","2","2020","14","V","1","2020","15","V","1","2019","","","1","2020"
"18005077","7","AC","2","2020","10","VAR","2","2020","10.5","V","1","2020","10","VAR","2","2020","13","V","1","2020","13","V","1","2019","10,583","V","2","2020","15","V","1","2020","10.8","V","1","2019","13.5","V","1","2020","11","V","1","2020","10","V","2","2019","16.75","V","1","2019","12,842","V","1","2020"
"18005324","13","V","1","2019","11.9","V","1","2020","11","V","1","2020","13","V","1","2020","11.5","V","1","2020","18","V","1","2019","13,067","V","1","2020","7","AC","2","2020","11","V","1","2020","10.5","V","1","2020","10","V","1","2019","17","V","1","2020","17.25","V","1","2019","12,125","V","2","2020"
"18005343","16.25","V","1","2019","10","V","1","2019","10","V","2","2019","14","V","1","2019","10.5","V","1","2020","14","V","1","2019","12,458","V","1","2020","10","V","1","2020","7","AC","2","2020","10.5","V","1","2020","15","V","1","2020","10","V","2","2019","15.5","V","1","2019","11,333","V","2","2020"
"18005354","0","NRA","1","2020","0","NRA","1","2020","","","","","","","","","0","NRA","1","2020","0","NRA","1","2020","","","1","2020","","","","","","","","","","","","","0","NRA","1","2020","","","","","0","NRA","1","2020","","","1","2020"
"18005370","1","NV","2","2020","0","NRA","1","2020",".5","NV","2","2020","2","NV","2","2020","0","NRA","1","2020","10","V","2","2019","2.25","NV","2","2020","0","NRA","1","2020","5","NV","2","2020","3","NV","2","2020","10","V","2","2020","10","V","2","2019","14","V","1","2020","7","NV","2","2020"
"18005401","","","","","5.95","NV","2","2020","","","","","5","NV","2","2020","3","NV","2","2020","10","V","2","2019","","","1","2020","0","NRA","1","2020","10","V","2","2020","2","NV","2","2020","8","NV","2","2020","12","V","1","2020","14.5","V","1","2019","7.75","NV","2","2020"
"18005409","0","NRA","1","2020","0","NRA","1","2020","","","","","","","","","0","NRA","1","2020","0","NRA","1","2020","","","1","2020","0","NRA","1","2020","4","NV","2","2020","3","NV","2","2020","16","V","1","2020","7","NV","2","2020","0","NRA","1","2020","5","NV","2","2020"
"18005417","10.5","V","1","2019","10","V","2","2019","5","NV","2","2020","7","NV","2","2020","10","V","1","2020","10","V","2","2019","8.75","NV","2","2020","3","NV","2","2020","12","V","1","2020","3.5","NV","2","2020","10.5","V","1","2019","10","V","2","2019","13","V","1","2019","8,667","NV","2","2020"
"18005421","10","VAR","2","2020","10","VAR","2","2020","10","VAR","2","2020","8","AC","2","2020","13","V","1","2019","13","V","1","2019","10,667","V","2","2020","13","V","1","2020","10","V","2","2019","12","V","1","2020","10","V","1","2020","10,038","V","1","2019","14.25","V","1","2019","11,548","V","1","2020"
"18005430","3","NV","2","2020","10","V","2","2019","10","VAR","2","2020","5","NV","2","2020","10","V","1","2019","13","V","1","2020","8.5","NV","2","2020","7","NV","2","2020","8","NV","2","2020","3.5","NV","2","2020","10","V","2","2019","10","V","2","2019","13.75","V","1","2019","8,708","NV","2","2020"
"18005479","","","","","","","","","","","","","","","","","","","","","0","NRA","1","2020","","","1","2020","0","NRA","1","2020","","","","","","","","","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","","","1","2020"
"18005544","10","VAR","2","2020","10.3","V","1","2020","13","V","1","2020","16","V","1","2020","15.5","V","1","2020","15","V","1","2019","13.3","V","2","2020","7","AC","2","2020","12","V","1","2020","11","V","1","2020","20","V","1","2020","13","V","1","2020","15.25","V","1","2019","13,042","V","2","2020"
"18005750","10","VAR","2","2020","0","NRA","1","2020","5.5","NV","2","2020","10","V","1","2020","10","V","1","2020","0","NRA","1","2020","5,917","NV","2","2020","","","","","","","","","","","","","10","V","1","2020","10","V","2","2020","0","NRA","1","2020","","","1","2020"
"18005756","2","NV","2","2020",".8","NV","2","2020","3","NV","2","2020","6","NV","2","2020","5.5","NV","2","2020","10","VAR","2","2020","4.55","NV","2","2020","","","","","","","","","","","","","","","","","","","","","0","NRA","1","2020","","","1","2020"
"18005764","13.25","V","1","2019","7.1","NV","2","2020","8.5","NV","2","2020","7","NV","2","2020","10","V","1","2020","10","V","1","2019","9,308","NV","2","2020","6.75","NV","2","2020","","","","","","","","","10","V","2","2020","10","V","2","2020","10","V","2","2019","","","1","2020"
"18005838","12.25","V","1","2019","10","V","2","2019","10","V","2","2019","11","V","1","2020","11","V","1","2020","15","V","1","2019","11,542","V","1","2020","10","V","2","2020","7","AC","2","2020","10","V","1","2020","14","V","1","2020","10","V","2","2019","14","V","1","2020","10,833","V","2","2020"
"18005845","7.5","AC","2","2019","10","V","1","2019","12","V","1","2019","11","V","1","2019","17","V","1","2019","11","V","1","2019","11,417","V","2","2019","7","AC","2","2020","10","V","2","2020","10.9","V","1","2019","10","V","2","2019","10.75","V","1","2019","15.75","V","1","2019","10,733","V","2","2020"
"18005940","10","V","2","2019","7","NV","2","2020","1","NV","2","2020","5","NV","2","2020","2","NV","2","2020","10","V","2","2019","5,833","NV","2","2020","0","NRA","1","2020","","","","","","","","","10","V","1","2020","12","V","1","2020","10","V","2","2019","","","1","2020"
