"COD_ETU","Note : TLMP3104","Résultat : TLMP3104","Session : TLMP3104","Année : TLMP3104","Note : TLMP3204","Résultat : TLMP3204","Session : TLMP3204","Année : TLMP3204","Note : TLMP3304","Résultat : TLMP3304","Session : TLMP3304","Année : TLMP3304","Note : TLMP3404","Résultat : TLMP3404","Session : TLMP3404","Année : TLMP3404","Note : TLMP3504","Résultat : TLMP3504","Session : TLMP3504","Année : TLMP3504","Note : TLMP3604","Résultat : TLMP3604","Session : TLMP3604","Année : TLMP3604","Note : TLMP3004","Résultat : TLMP3004","Session : TLMP3004","Année : TLMP3004","Note : TLMP4104","Résultat : TLMP4104","Session : TLMP4104","Année : TLMP4104","Note : TLMP4204","Résultat : TLMP4204","Session : TLMP4204","Année : TLMP4204","Note : TLMP4304","Résultat : TLMP4304","Session : TLMP4304","Année : TLMP4304","Note : TLMP4404","Résultat : TLMP4404","Session : TLMP4404","Année : TLMP4404","Note : TLMP4504","Résultat : TLMP4504","Session : TLMP4504","Année : TLMP4504","Note : TLMP4604","Résultat : TLMP4604","Session : TLMP4604","Année : TLMP4604","Note : TLMP4004","Résultat : TLMP4004","Session : TLMP4004","Année : TLMP4004"
"15003319","12.11","V","1","2018","10","V","2","2019","10.1","V","1","2019","10","V","2","2017","10","V","1","2018","13.5","V","1","2016","10,952","V","2","2019","10","V","2","2019","10.4","V","1","2019","13","V","1","2019","5","NV","2","2020","13.14","V","1","2019","2","NV","2","2020","8,923","NV","2","2020"
"15005628","0","NRA","1","2020","10","V","2","2018","0","NRA","1","2020","10","V","2","2016","0","NRA","1","2020","15.75","V","1","2016","5,958","NV","2","2020","0","NRA","1","2020","10","V","2","2019","0","NRA","1","2020","0","NRA","1","2020","10","V","2","2019","10","V","2","2019","5","NV","2","2020"
"15006164","10","V","2","2018","7","AC","2","2020","11","V","1","2020","10","V","2","2020","10","V","2","2020","13.5","V","1","2016","10.25","V","2","2020","7","AC","2","2019","13.5","V","1","2019","19","V","1","2019","11","V","1","2019","10","V","2","2019","10","V","1","2019","11.75","V","2","2019"
"15006442","12","V","1","2016","7.9","AC","2","2018","9.3","AC","2","2018","15.25","V","1","2016","7.4","AC","2","2018","10","V","2","2016","10,308","V","2","2018","10","V","2","2018","11.7","V","1","2018","10","VAR","2","2020","13.45","V","1","2017","12,125","V","1","2017","2","NV","2","2020","9,879","NV","2","2020"
"16000511","10","V","2","2020","0","NRA","1","2020","7.5","NV","2","2020","0","NRA","1","2020","2.5","NV","2","2020","10","V","2","2019","5","NV","2","2020","3","NV","2","2020","8.5","NV","2","2020","11","V","1","2019","10","V","2","2019","14.2","V","1","2019","10","V","1","2019","9.45","NV","2","2020"
"16000767","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","15.5","V","1","2017","0","NRA","1","2020","11","V","1","2017","4,417","NV","2","2020","","","","","","","","","","","","","","","","","0","NRA","1","2020","0","NRA","1","2020","","","1","2020"
"16000775","10","V","2","2019","7","AC","2","2020","10","V","1","2020","12","V","1","2017","10","V","1","2018","10.25","V","1","2017","9,875","AC","2","2020","13","V","1","2019","14","V","1","2019","10","V","2","2019","8","AC","2","2019","11.6","V","1","2018","10","V","2","2018","11.1","V","2","2019"
"16000909","10","V","2","2019","10","V","1","2019","11.5","V","1","2020","8","AC","2","2020","10,576","V","1","2019","11","V","1","2018","10,179","V","2","2020","7","AC","2","2020","15.9","V","1","2019","12","V","1","2019","10","VAR","2","2020","17.1","V","1","2019","10","V","1","2019","12","V","2","2020"
"16000914","0","NRA","1","2020","10","V","2","2018","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","1,667","NV","2","2020","0","NRA","1","2020","10","V","2","2018","0","NRA","1","2020","0","NRA","1","2020","13.25","V","1","2018","0","NRA","1","2020","3,875","NV","2","2020"
"16000956","12.8","V","1","2020","10","V","1","2018","10.2","V","1","2018","10","V","2","2017","10.55","V","1","2018","13","V","1","2017","11,092","V","1","2020","14.5","V","1","2019","13.2","V","1","2019","10","V","1","2019","8","AC","2","2019","14.86","V","1","2019","15","V","1","2019","12,593","V","2","2019"
"16001125","10","V","2","2019","10.2","V","1","2018","17.5","V","1","2020","11.75","V","1","2020","7","AC","2","2020","13.5","V","1","2018","11,658","V","2","2020","7","AC","2","2020","12.3","V","1","2020","14","V","1","2019","11.5","V","1","2019","14.2","V","1","2019","13","V","1","2019","12","V","2","2020"
"16001976","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","12.5","V","1","2017","0","NRA","1","2020","11","V","1","2017","3,917","NV","2","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NV","2","2020"
"16002215","10","V","2","2019","10","V","2","2020","10","V","1","2020","10","V","1","2020","11.5","V","1","2020","12","V","1","2019","10,583","V","2","2020","8.25","AC","2","2020","15.5","V","1","2019","7","AC","2","2020","17.5","V","1","2020","12.8","V","1","2019","11","V","1","2019","12,008","V","2","2020"
"16003433","10","V","2","2019","10.4","V","1","2019","12.1","V","1","2019","10","V","2","2020","8","AC","2","2020","12.25","V","1","2019","10,458","V","2","2020","7","AC","2","2019","10.9","V","1","2019","11","V","1","2019","8","AC","2","2019","12.57","V","1","2019","12","V","1","2019","10,245","V","2","2019"
"16004528","10","V","1","2020","","","","","3","NV","2","2020","0","NRA","1","2020","2.5","NV","2","2020","13","V","1","2019","","","1","2020","0","NRA","1","2020","14.4","V","1","2019","13","V","1","2019","0","NRA","1","2020","14","V","1","2019","10","V","1","2019","8,567","NV","2","2020"
"16007410","10","V","2","2019","7","AC","2","2020","10","V","1","2020","12.25","V","1","2017","10.5","V","1","2020","11,125","V","1","2019","10,146","V","2","2020","7","AC","2","2020","12.4","V","1","2019","10","V","1","2020","14","V","1","2020","15.14","V","1","2019","10","V","2","2019","11,423","V","2","2020"
"16007485","11,245","V","1","2018","10","V","2","2018","10.8","V","1","2018","10","V","2","2018","10","V","2","2017","13.75","V","1","2017","10,966","V","2","2018","0","NRA","1","2020","10","V","2","2018","0","NRA","1","2020","10","V","1","2018","11.7","V","1","2018","13","V","1","2018","7.45","NV","2","2020"
"16008484","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","12.25","V","1","2018","2,042","NV","2","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","15.1","V","1","2017","0","NRA","1","2020","2,517","NV","2","2020"
"17001640","10","V","1","2019","10","V","2","2020","12","V","1","2020","8.5","AC","2","2020","10","V","2","2020","10","V","2","2018","10,083","V","2","2020","7","AC","2","2019","14.4","V","1","2019","19","V","1","2019","11.5","V","1","2019","16.5","V","1","2019","18","V","1","2019","14.4","V","2","2019"
"17003807","","","","","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","11.5","V","1","2018","","","1","2020","","","","","0","NRA","1","2020","0","NRA","1","2020","","","","","0","NRA","1","2020","0","NRA","1","2020","","","1","2020"
"17004863","13","V","1","2020","10","V","1","2019","10","V","1","2019","8","AC","2","2020","10","V","2","2019","14.5","V","1","2019","10,917","V","2","2020","10.75","V","1","2020","14.7","V","1","2019","10","V","1","2019","14","V","1","2020","15.43","V","1","2019","10","V","1","2019","12.48","V","1","2020"
"17004940","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","14.5","V","1","2018","2,417","NV","2","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","2","NV","2","2020",".333","NV","2","2020"
"17005013","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NV","2","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NV","2","2020"
"17005077","10","V","2","2019","0","NRA","1","2020","0","NRA","1","2020","3.5","NV","2","2020","11,738","V","1","2019","11.5","V","1","2018","6,123","NV","2","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","10","V","2","2018","12.95","V","1","2018","0","NRA","1","2020","3,825","NV","2","2020"
"17005156","11.7","V","1","2020","7","NV","2","2020",".5","NV","2","2020","4","NV","2","2020","0","NRA","1","2020","0","NRA","1","2020","3,867","NV","2","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NV","2","2020"
"17005207","10","V","1","2020","2.5","NV","2","2020","10","V","2","2020","10","V","2","2020","3","NV","2","2020","10","V","2","2018","7,583","NV","2","2020","7","NV","2","2020","9","NV","2","2020","7","NV","2","2020","8","NV","2","2020","13.71","V","1","2019","10","V","2","2019","9,118","NV","2","2020"
"17005240","","","","","0","NRA","1","2020","","","","","0","NRA","1","2020","","","","","0","NRA","1","2020","","","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","10","V","1","2019","0","NRA","1","2020","0","NRA","1","2020","1,667","NV","2","2020"
"17005366","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","10","V","1","2020","0","NRA","1","2020","1,667","NV","2","2020","","","","","0","NRA","1","2020","","","","","","","","","0","NRA","1","2020","","","","","","","1","2020"
"17005380","","","","","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","11.75","V","1","2018","","","1","2020","0","NRA","1","2020","","","","","","","","","0","NRA","1","2020","0","NRA","1","2020","","","","","","","1","2020"
"17005401","0","NRA","1","2020","2.5","NV","2","2020","7","NV","2","2020","3","NV","2","2020","0","NRA","1","2020","0","NRA","1","2020","2,083","NV","2","2020","7.5","AC","2","2019","12.8","V","1","2019","13","V","1","2019","13","V","1","2019","13.14","V","1","2019","10.1","V","1","2018","11.59","V","2","2019"
"17005409","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NV","2","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NV","2","2020"
"17005443","8","AC","2","2019","11.2","V","1","2018","10.1","V","1","2018","10","V","2","2019","10.9","V","1","2018","10","V","2","2018","10,033","V","2","2019","7","AC","2","2020","10","V","2","2019","14","V","1","2019","7","AC","2","2020","11,425","V","1","2018","13","V","1","2019","10,404","V","2","2020"
"17005447","10","V","2","2020","10","V","2","2020","10","V","1","2020","8.5","AC","2","2020","13.5","V","1","2020","13.5","V","1","2018","10,917","V","2","2020","10","V","2","2019","13.8","V","1","2019","19","V","1","2019","11","V","1","2019","15.71","V","1","2019","12","V","1","2019","13,585","V","2","2019"
"17005456","10","V","2","2020","","","","","10","V","1","2020","10","V","2","2020","10","V","2","2020","11","V","1","2018","","","1","2020","7","AC","2","2020","14.3","V","1","2019","7","AC","2","2020","10","VAR","2","2020","13.7","V","1","2019","11","V","1","2019","10.5","V","2","2020"
"17005463","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NV","2","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NV","2","2020"
"17005525","10","V","2","2020","0","NRA","1","2020","1.5","NV","2","2020","10","V","2","2020","15","V","1","2020","13","V","1","2018","8.25","NV","2","2020","10","V","2","2019","12.4","V","1","2019","14","V","1","2019","15.5","V","1","2019","18.29","V","1","2019","14","V","1","2019","14,032","V","2","2019"
"17005530","10.25","V","1","2019","7.5","AC","2","2020","16","V","1","2020","10","V","2","2019","13,012","V","1","2019","10","V","2","2018","11,127","V","2","2020","10.03","V","1","2019","12.3","V","1","2019","11","V","1","2019","12.75","V","1","2019","17.1","V","1","2019","12","V","1","2019","12.53","V","1","2019"
"17005557","10.4","V","1","2020","1","NV","2","2020","10","V","2","2020","10","V","1","2020","14","V","1","2020","13","V","1","2018","9,733","NV","2","2020","2","NV","2","2020","10","VAR","2","2020","14","V","1","2019","10","V","1","2019","11,075","V","1","2018","13","V","1","2019","10,013","NV","2","2020"
"17005575","8.5","AC","2","2019","10.4","V","1","2019","10","V","2","2019","9","AC","2","2019","8.5","AC","2","2019","14","V","1","2019","10,067","V","2","2019","10","V","2","2019","7","AC","2","2020","7","AC","2","2020","12","V","1","2020","13.14","V","1","2019","12","V","1","2019","10.19","V","2","2020"
"17005609","10","V","2","2020","11","V","1","2020","12.5","V","1","2020","11.5","V","1","2020","11","V","1","2020","10,125","V","1","2019","11,021","V","2","2020","10","VAR","2","2020","10.4","V","1","2020","14","V","1","2019","11","V","1","2019","13.43","V","1","2019","10","V","1","2019","11,472","V","2","2020"
"17005611","10","V","2","2020","0","NRA","1","2020",".5","NV","2","2020","0","NRA","1","2020","0","NRA","1","2020","12","V","1","2018","3.75","NV","2","2020","1.25","NV","2","2020","10","V","1","2019","1","NV","2","2020","8","NV","2","2020","11.71","V","1","2019","4","NV","2","2020","5,993","NV","2","2020"
"17005612","","","","","","","","","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","10","V","1","2018","","","1","2020","","","","","","","","","","","","","","","","","0","NRA","1","2020","","","","","","","1","2020"
"17005655","10","V","2","2019","10","V","2","2020","10","V","2","2020","10","V","2","2020","7","NV","2","2020","10,375","V","1","2019","9,563","NV","2","2020",".31","NV","2","2020",".6","NV","2","2020","12","V","1","2020","8.5","NV","2","2020","10","VAR","2","2020","2","NV","2","2020","5,568","NV","2","2020"
"17005657","10","V","2","2019","0","NRA","1","2020","12","V","1","2020","10","V","1","2020","10","V","2","2020","12.25","V","1","2018","9,042","NV","2","2020","1","NV","2","2020",".4","NV","2","2020","10","V","1","2019","2","NV","2","2020","14","V","1","2019","10","V","2","2019","6,233","NV","2","2020"
"17005668","10","V","2","2019","10","V","2","2020","10","V","1","2019","10","V","1","2020","10","V","2","2019","13","V","1","2018","10.5","V","2","2020","10","V","2","2019","7.9","AC","2","2019","10","V","1","2019","8","AC","2","2019","16.8","V","1","2019","10","V","2","2019","10.45","V","2","2019"
"17005679","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NV","2","2020","","","","","0","NRA","1","2020","","","","","","","","","0","NRA","1","2020","0","NRA","1","2020","","","1","2020"
"17005689","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","11.8","V","1","2018","10","V","1","2018","3,633","NV","2","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","10.7","V","1","2018","10","V","2","2018","3.45","NV","2","2020"
"17005693","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NV","2","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NV","2","2020"
"17005695","10","V","2","2019","10","V","2","2020","10","V","2","2019","7","AC","2","2020","12","V","1","2020","11.25","V","1","2018","10,042","V","2","2020","10","V","2","2019","14.2","V","1","2019","7","AC","2","2020","10","VAR","2","2020","16.86","V","1","2019","15","V","1","2019","12,177","V","2","2020"
"17005770","7.4","NV","2","2020","","","","","10","V","2","2020","7","NV","2","2020","4","NV","2","2020","10.75","V","1","2018","","","1","2020","3.5","NV","2","2020","9","NV","2","2020","4.5","NV","2","2020","6","NV","2","2020","14","V","1","2019","4","NV","2","2020","6,833","NV","2","2020"
"17005772","10","V","1","2019","7","AC","2","2020","10","V","2","2020","9","AC","2","2020","10.5","V","1","2020","11.5","V","1","2018","9,667","AC","2","2020","7","AC","2","2020","11.2","V","1","2019","10","V","1","2019","8","AC","2","2020","16.8","V","1","2019","11","V","1","2019","10,667","V","2","2020"
"17005780","","","","","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","12.25","V","1","2018","","","1","2020","","","","","","","","","","","","","","","","","0","NRA","1","2020","","","","","","","1","2020"
"17005786","10","V","2","2019","10","V","1","2019","10","V","1","2019","12.7","V","1","2019","8","AC","2","2019","11.25","V","1","2019","10,325","V","2","2019","0","NRA","1","2020","14.65","V","1","2019","15","V","1","2019","14","V","1","2019","13,275","V","1","2018","17","V","1","2019","12,321","NV","2","2020"
"17005803","11.6","V","1","2020","10","V","2","2020","10","V","1","2020","14","V","1","2020","8.5","AC","2","2020","14","V","1","2020","11.35","V","2","2020","7.5","AC","2","2019","10","V","1","2019","13","V","1","2019","12.5","V","1","2019","16","V","1","2019","15","V","1","2019","12,333","V","2","2019"
"17005810","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","11.5","V","1","2018","1,917","NV","2","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","10.5","V","1","2019","17.7","V","1","2019","0","NRA","1","2020","4.7","NV","2","2020"
"17005824","11.8","V","1","2020","","","","","","","","","10","V","2","2020","10","V","2","2020","10","V","2","2018","","","1","2020","7.5","AC","2","2020","11.9","V","1","2020","8.6","AC","2","2020","10","VAR","2","2020","12","V","1","2019","10","V","2","2019","10","V","2","2020"
"17005876","0","NRA","1","2020","0","NRA","1","2020","10","V","2","2019","0","NRA","1","2020","0","NRA","1","2020","12.5","V","1","2018","3.75","NV","2","2020","10","V","2","2018","10.6","V","1","2018","0","NRA","1","2020","0","NRA","1","2020","13,125","V","1","2018","10","V","2","2018","7,288","NV","2","2020"
"17005877","13.8","V","1","2020","","","","","","","","","10","V","2","2020","10","V","2","2020","10","V","2","2019","","","1","2020","7","AC","2","2020","12","V","1","2019","14","V","1","2019","11","V","1","2020","18","V","1","2019","10","V","2","2019","12","V","2","2020"
"17005937","7","NV","2","2020","6","NV","2","2020","10","V","2","2020","6","NV","2","2020","5","NV","2","2020","10.5","V","1","2018","7,417","NV","2","2020","7","AC","2","2019","10.1","V","1","2019","10","V","2","2019","8","AC","2","2019","10.05","V","1","2018","18","V","1","2019","10,525","V","2","2019"
"17006040","8.8","AC","2","2020","15","V","1","2020","10","V","1","2019","11","V","1","2020","11,312","V","1","2019","10","V","2","2018","11,019","V","2","2020","10","V","1","2020","11.9","V","1","2020","12","V","1","2020","14","V","1","2020","16.9","V","1","2019","12.5","V","1","2020","12,883","V","1","2020"
"17006272","10","V","1","2019","7.7","AC","2","2019","11.1","V","1","2019","8","AC","2","2019","12,988","V","1","2019","12.55","V","1","2019","10.39","V","2","2019","14","V","1","2020","13.4","V","1","2019","18","V","1","2019","13.5","V","1","2019","16.2","V","1","2019","17","V","1","2019","15.35","V","1","2020"
"17006804","10","V","2","2019","7","AC","2","2020","10","V","2","2020","10","V","2","2019","12,388","V","1","2019","14,175","V","1","2019","10,594","V","2","2020","8.5","AC","2","2019","9","AC","2","2019","14","V","1","2019","10","V","2","2019","11.7","V","1","2019","10","V","2","2019","10,533","V","2","2019"
"17007320","10.4","V","1","2020","8.5","AC","2","2020","10","V","1","2020","10","V","2","2020","12","V","1","2020","13","V","1","2020","10.65","V","2","2020","5","NV","2","2020","10.1","V","1","2019","10","VAR","2","2020","3.5","NV","2","2020","13.71","V","1","2019","10","V","1","2019","8,718","NV","2","2020"
"17007349","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","10","V","2","2018","12","V","1","2018","3,667","NV","2","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NV","2","2020"
"17007757","10","V","2","2019","10","V","2","2020","11","V","1","2020","10","V","2","2020","10","V","2","2019","12","V","1","2018","10.5","V","2","2020","10","V","2","2019","15.6","V","1","2019","20","V","1","2019","9","AC","2","2019","10,675","V","1","2018","12","V","1","2019","12,879","V","2","2019"
"17007758","10","V","1","2020","","","","","1.5","NV","2","2020","7","NV","2","2020","10","V","2","2020","12","V","1","2018","","","1","2020","3","NV","2","2020",".6","NV","2","2020","3","NV","2","2020","8","NV","2","2020","12.86","V","1","2019","10","V","2","2019","6,243","NV","2","2020"
"17007981","0","NRA","1","2020","","","","","","","","","0","NRA","1","2020","0","NRA","1","2020","10.25","V","1","2018","","","1","2020","","","","","","","","","","","","","","","","","0","NRA","1","2020","0","NRA","1","2020","","","1","2020"
"17008007","15","V","1","2020","16","V","1","2020","10","V","1","2020","10","V","1","2020","11,012","V","1","2019","12,925","V","1","2019","12.49","V","1","2020","8.5","AC","2","2020","12","V","1","2020","11","V","1","2019","17","V","1","2020","17.7","V","1","2019","7.5","AC","2","2020","12,283","V","2","2020"
"17011412","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","12","V","1","2018","2","NV","2","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NV","2","2020"
"17011572","10","V","2","2019","10","V","2","2020","10","V","2","2020","10","V","2","2020","10","V","2","2020","10","V","2","2019","10","V","2","2020","4","NV","2","2020","12.9","V","1","2019","2.5","NV","2","2020","10","VAR","2","2020","12.86","V","1","2019","13","V","1","2019","9.21","NV","2","2020"
"18000631","13.68","V","1","2019","12.6","V","1","2019","8","AC","2","2020","10","V","1","2019","10","V","2","2020","13,375","V","1","2019","11,276","V","2","2020","8.5","AC","2","2019","14.3","V","1","2019","13","V","1","2019","14","V","1","2019","16","V","1","2019","15","V","1","2019","13,467","V","2","2019"
"18001877","17","V","1","2019","11.8","V","1","2019","15.1","V","1","2019","13.55","V","1","2019","16,512","V","1","2019","15,875","V","1","2019","14,973","V","1","2019","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NV","2","2020"
"18002408","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NV","2","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NV","2","2020"
"18002553","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NV","2","2020","0","NRA","1","2020","","","","","0","NRA","1","2020","","","","","0","NRA","1","2020","","","","","","","1","2020"
